,State,Metropolitan Areas,Race with the Machine,Interpersonal Task,Group Task,Conflict Resolution,Management and Supervision,Race ahead of the Machine,Communication,Systems Analysis,Creative and Critical Thinking,Changing the Course of the Race,Routine Problem Solving,Information Processing,Race against the Machine,General Physical Task,Dynamic Physical Task,Running a Different Race,Equipment Maintenance,Vehicle and Equipment Operation,Machine Control,Hazardous Task
129,IN,Muncie,0.02773180056354461,0.00898748671713498,0.004647432839890607,0.007069977362516419,0.007026903644002615,0.006839546727317611,0.005473897060282409,0.001504139381550737,-0.00013848971451552866,-0.015835519150341704,-0.010056122022269708,-0.005779397128071993,-0.004846009857424603,0.0002786489687049351,-0.00512465882612953,0.012796862655731723,0.002001380038241848,0.006712094306024336,0.0009325016533363838,0.0031508866581291504
130,IN-MI,South Bend-Mishawaka,0.027673343962965502,0.0076520565271664545,0.004121380121142196,0.009436700185924449,0.0064632071287323905,0.005371122692355346,0.0035634064276340305,0.0013012580170119852,0.000506458247709337,-0.007421117340546345,-0.005655464054426822,-0.001765653286119516,-0.0031554084570207946,-0.0015516152800332805,-0.0016037931769875072,0.005991918710685912,0.0010515149486601883,0.003211041725832281,0.0010839736222764997,0.0006453884139169358
131,IN,Terre Haute,0.033215057023375225,0.008802353504722561,0.0053013028735083316,0.011601349196789769,0.0075100514483545594,0.00990937560981532,0.00710688684019093,0.0014569877682850847,0.0013455010013393148,-0.007156319839155712,-0.005252458947897172,-0.0019038608912585395,-0.0035413613877461757,-0.0006220989763917952,-0.002919262411354387,-0.002970205988617622,-0.0001269246002744938,-0.0013242823100118387,-1.2609531179676864e-05,-0.0015063895471516126
132,KS,Lawrence,0.029364609198527,0.007838419895814235,0.004900599852443323,0.008813091157423153,0.007812498292846297,0.005411120323924545,0.0006257611979058747,0.0035390859024312256,0.0012462732235874394,-0.012856314395714273,-0.01025227647016061,-0.002604037925553661,-0.0037603843184884217,0.00011807692108427305,-0.0038784612395727017,-0.0012743162391953,0.0011111146426423645,-0.0022806064529804077,-0.0003791896515542084,0.00027436522269694627
133,KS,Topeka,0.023989700227593225,0.008085804347901043,0.003667612344074436,0.007638465784141998,0.004597817751475768,0.009369063283705528,0.00656685896820071,0.0026575304375299827,0.0001446738779748262,-0.007175658777363717,-0.0062011893140670815,-0.0009744694632966357,0.0009714073869719064,0.0011568016838322884,-0.0001853942968603681,0.0063629833814274755,0.001139444029999234,0.002233690084176197,0.0010632607077621194,0.0019265885594899085
134,KS,Wichita,0.029087313612375137,0.010456772861294386,0.003914454016410439,0.009409644275059824,0.0053064424596105005,0.008249932410301239,0.008046465154542576,0.00044715091524343865,-0.00024368365948476342,-0.00960567720629936,-0.006785387866149302,-0.0028202893401500645,-0.00020875921650442833,-0.00014838485680404578,-6.037435970036864e-05,-0.003875449509936346,-0.0011327129736243141,-0.0011391910517203688,-0.0003252734357020795,-0.0012782720488895632
135,KY,Bowling Green,0.028919201133263475,0.008825293333365299,0.004701932102674586,0.00945595589616794,0.005936019801055629,0.006135462136349981,0.005111819856488217,0.0012906308064354766,-0.0002669885265737075,-0.010999105443122714,-0.007350195963775044,-0.003648909479347678,-0.0068046452932590115,-0.0027843361405099558,-0.004020309152749056,0.005473806192097461,0.0010797430796166338,0.0023757893467195104,0.0018164398798773856,0.0002018338858839307
136,KY,Elizabethtown-Fort Knox,0.038590377259365205,0.01235658920500428,0.005636542340276702,0.013155870922663494,0.007441374791420725,0.02567204904056837,0.019560657272566943,0.003983229590226388,0.002128162177775032,0.004102350976502647,0.0012397924721483306,0.002862558504354313,-0.015670198938722957,-0.007276507882607927,-0.008393691056115038,-0.0096249881222885,-0.0013535436646127663,-0.004119878579529522,7.024835408579733e-05,-0.004221814232232011
137,KY,Lexington-Fayette,0.02608310964689045,0.008553121605174414,0.003978582067915654,0.0076826036122611685,0.005868802361539218,0.010985358602493377,0.009540978645728485,0.0010096650072334793,0.0004347149495314215,-0.005333664901392976,-0.00455091793928783,-0.0007827469621051532,-0.0023160658448954648,-0.00019716110083175392,-0.0021189047440637113,0.002700241232346981,0.0004989038111226432,0.0010134529939075793,0.0009323772751112443,0.00025550715220552453
138,KY-IN,Louisville/Jefferson County,0.02186386612993102,0.006132859534047748,0.004046188174040755,0.007132215278988718,0.004552603142853814,0.009937311210943515,0.008840884994944974,0.0011052671459163275,-8.840929917770801e-06,-0.005021822376815657,-0.003766181669066386,-0.0012556407077492712,0.0011772206094180224,0.0006202276758167298,0.0005569929336012996,0.0054825115430442994,0.0011022037976336741,0.0030024399753168928,0.00123408923423287,0.00014377853586085634
139,KY,Owensboro,0.028671560020370777,0.009842072101304123,0.004331662939090679,0.008937236388301927,0.005560588591674046,0.012530463767082292,0.010564226413551488,0.0014785223555095935,0.0004877149980211989,-0.008737277111802486,-0.0069079037740733045,-0.0018293733377291726,-0.005791076953792815,-0.003559388086659364,-0.0022316888671334513,0.003130148922918713,6.327712982268431e-05,0.004970107526391411,-0.0006069161459595004,-0.001296319587335882
140,LA,Alexandria,0.032072901520552075,0.011697702116925154,0.00480126223992156,0.010882285172531828,0.004691651991173528,0.01258609503403195,0.012234953821086816,0.00017641366459461919,0.00017472754835051382,-0.0027021530002717263,-0.004587465612954041,0.0018853126126823078,0.0015352019263416285,0.0015398451185509518,-4.643192209316527e-06,-0.00814717839471968,-0.0012147827774765564,-0.004835581938152714,-0.0003616415726769469,-0.0017351721064134686
141,LA,Baton Rouge,0.026486527938045432,0.00821152102890972,0.004023187263746359,0.008519117531376151,0.0057327021140131966,0.007905141347312766,0.005528624541002371,0.0010748064608085053,0.0013017103455018955,-0.006611999719217804,-0.005658600494781188,-0.0009533992244366156,0.0035927185157154646,0.00180283660425163,0.0017898819114638212,0.005835001739239093,0.0003238691434933015,0.0033044694916462003,0.0009198580142578301,0.001286805089841768
142,LA,Houma-Thibodaux,0.0326096158144463,0.011677961948352814,0.004919202142921365,0.010728647248876164,0.00528380447429596,0.01015300168585792,0.010178027340642387,0.0001198389380349732,-0.0001448645928194426,-0.0043396727647295325,-0.004549622948073297,0.00020995018334376767,0.004233885008238847,0.001587132066100637,0.00264675294213821,-0.007502224525465645,-0.0005288577830437034,-0.004325673568747926,-0.000124946425278636,-0.002522746748395359
143,LA,Lafayette,0.03283057601800973,0.00999857545699197,0.004978875438672828,0.01162656332279283,0.006226561799552124,0.00915437326376234,0.007439082542236797,0.00013781110291292628,0.0015774796186126087,-0.008908558292093569,-0.007216874426026068,-0.0016916838660675088,0.005465208405164374,0.0034078343349540144,0.002057374070210359,-0.00034735100963420584,-0.0006107568001632382,-1.956811184081197e-05,2.079852632305007e-05,0.00026217537604679084
144,LA,Lake Charles,0.0226657581451588,0.0058844090985776115,0.004650948583412166,0.006109803117870273,0.0060205973452987435,0.007383813694827519,0.00565109336127604,0.0009749484332371961,0.0007577719003142736,-0.00949415656231975,-0.007184491140897129,-0.0023096654214226357,0.00300789088983558,0.00200122233056476,0.0010066685592708333,0.008671795168981603,0.002473666771242739,0.00285832448495138,0.0014332036768880225,0.0019066002358994539
145,LA,Monroe,0.03604288318093099,0.012516417101112209,0.005156802016229225,0.012408907332550886,0.0059607567310386465,0.01326832733352265,0.009993062082264165,0.0017904272621377098,0.0014848379891207635,-0.006203967437098806,-0.005614847524324153,-0.0005891199127746535,-0.0011955695810875885,0.00030704814754982385,-0.0015026177286374118,-0.007927913730377184,-0.0010954074084849313,-0.003413779547171987,-0.0013538380095638456,-0.0020648887651564217
146,LA,New Orleans-Metairie,0.03307106482663874,0.01038819997779082,0.004699125045091717,0.010372931478016855,0.0076108083257393514,0.013398601170586956,0.009157157068201506,0.002155769856032757,0.0020856742463527048,-0.0038576160091756133,-0.0035070896553765843,-0.00035052635379902164,0.001965172316880981,0.0010262826591941193,0.0009388896576868617,-0.0036155914160755508,-0.0009344872261524972,-0.0014314143297539592,-0.00031098832114560484,-0.0009387015390234961
147,LA,Shreveport-Bossier City,0.02989569877624557,0.0113477269513104,0.004550529503044345,0.009097547807895815,0.0048998945139949865,0.009873738854933313,0.009236669139342395,0.0006985944814059692,-6.152476581506791e-05,-0.00928274040887142,-0.006413968870870618,-0.002868771538000789,0.0011211840545450324,0.0005655074805866814,0.0005556765739583441,0.0012101795284339828,0.0003468482086207217,0.0007318228366081023,0.00021733092593149983,-8.582244272633058e-05
148,MA,Barnstable Town,0.02553773319549829,0.006488245271386736,0.0037183337188975204,0.007170884341010118,0.008160269864203904,0.008030477290607655,0.005824418094183832,0.002570511143592127,-0.0003644519471683039,-0.008415434639797381,-0.006054050144685359,-0.002361384495112022,-0.004129741440237783,0.002118078989765834,-0.006247820430003603,0.0023204946308348906,-8.255975401797247e-05,0.0017518453449426109,0.0005760585791097506,7.515046080050837e-05
149,MA-NH,Boston-Cambridge-Nashua,0.02526593764772227,0.0061000970837675325,0.003692847252096255,0.007544258591583391,0.007928734720275095,0.013906119860275916,0.0076972966392284264,0.0038742170892882843,0.002334606131759211,-0.005114323767969553,-0.005841764374255244,0.0007274406062856911,-0.004224266642017013,-0.0015311575813070427,-0.002693109060709964,-0.0013145612095550876,-0.0009187402408109436,-0.0002100155646580365,-9.545621069550342e-05,-9.034919339060558e-05
150,MA,Pittsfield,0.02607594231348287,0.0056197504526606865,0.004004167140797649,0.009450675508634291,0.007001349211390232,0.005831646356284846,0.002954395081686455,0.004359123278702659,-0.0014818720041042744,-0.009336621392850714,-0.008117575320167887,-0.0012190460726828267,-0.0023001232285581037,0.00040297304785810733,-0.0027030962764162114,0.003724905614497079,0.0017213909997557553,-0.0009071026002883814,0.001878553218006056,0.001032063997023637
151,MA-CT,Springfield,0.025702298085251873,0.00704478900968785,0.003502800659967097,0.008996886912917251,0.00615782150267967,0.010768959412247106,0.007598582694183945,0.0022310172163698488,0.0009393595016933127,-0.008711214987101118,-0.00711885359960908,-0.001592361387492046,-0.0009708600924450832,-0.0003004880425847775,-0.0006703720498602989,-0.0017554260932500787,-0.00042901948808501614,-0.000681864880691857,0.0003387295178849288,-0.0009832712423581344
152,MA-CT,Worcester,0.021067837526023103,0.004789456062748887,0.002930360396927345,0.007459198496736651,0.005888822569610215,0.006052462068862716,0.003337663881974193,0.0018198501989170753,0.0008949479879714477,-0.009056077125248307,-0.007238545791287042,-0.0018175313339612797,-0.0008432885960940606,0.0004391676475449941,-0.0012824562436390408,0.00546849758358689,0.00035811058545467614,0.002170023847285766,0.0014457481951158336,0.0014946149557306075
153,MD,Baltimore-Columbia-Towson,0.0234878797476782,0.006980287999248075,0.0037293890723924133,0.006997519175337412,0.005780683500700296,0.01445928862014724,0.009439367284808145,0.003385220546368632,0.001634700788970482,-0.003307433167678841,-0.002798416339837427,-0.0005090168278414077,-0.0011500988370602009,0.00035231828286982214,-0.0015024171199300165,0.0023547388788109913,0.0007528898927928046,0.001610817496029808,1.973414157220577e-05,-2.8702651583834e-05
154,MD-WV,Cumberland,0.03441891290595883,0.014102019334424997,0.004201011907851443,0.00888938527908921,0.007226496384593194,0.014129088237598312,0.01042424758634191,0.003107823028531924,0.0005970176227244902,-0.012155755482583295,-0.009308142508619957,-0.002847612973963326,-0.006800826210564047,-0.001593316943907665,-0.0052075092666563705,-0.008319621688919962,0.00036678095661204363,-0.003096035935608986,-0.0025449807792768783,-0.003045385930646145
155,MD-WV,Hagerstown-Martinsburg,0.03455673364492685,0.0105031324841652,0.004955603646139947,0.011002218791857254,0.008095778722764464,0.011495183007343037,0.007824153170053071,0.0030122988194388987,0.000658731017851074,-0.006992498317931736,-0.004617108305180939,-0.0023753900127507915,-0.014424595794249997,-0.008143219542682005,-0.006281376251567987,0.0034937718576215217,0.0013991676594416295,0.0023913568993017627,0.000259990365864049,-0.0005567430669859083
156,MD-DE,Salisbury,0.02108456283743954,0.003771935852623045,0.0036257736247694923,0.008713274902850987,0.0049735784571960295,-0.0016216485971427411,-0.0008101283505796489,0.0004299971801095936,-0.0012415174266726845,-0.01275300465004979,-0.007674782098148869,-0.005078222551900918,0.004009988225494296,0.003394918605019413,0.0006150696204748897,0.015109453342503257,0.0013402067778740619,0.005857318006648918,0.0031876933067712665,0.004724235251209019
157,ME,Bangor,0.027912321197714696,0.007966921162370758,0.004172377134976802,0.00970678693069607,0.006066235969671062,0.009548450453596756,0.007949822058844655,0.0017048276683446738,-0.0001061992735925804,-0.007615762869474033,-0.0059856279315789185,-0.001630134937895114,0.000509607406702528,0.0015102633092308126,-0.0010006559025282843,-0.00456919485549534,-6.597970092532893e-06,-0.003341247966297492,-0.0003434386191279205,-0.0008779102999773963
158,ME,Lewiston-Auburn,0.01818695926591048,0.0045242370260190285,0.003265341429143415,0.006116303107451579,0.004281077703296464,0.007062551225727992,0.0064086104521036405,0.001541174248780983,-0.0008872334751566408,-0.01064576449058145,-0.007744767265540131,-0.0029009972250413144,-0.0025302520059618944,0.0003212366665424002,-0.002851488672504301,0.009192027247111751,0.0016211306001844231,0.005330592367117928,0.0009847786199885036,0.0012555256598208893
159,ME,Portland-South Portland,0.025743899903449108,0.0075206132424148605,0.003838112620337767,0.00798624861477948,0.006398925425916996,0.014669033754563398,0.010763380122921684,0.002669209603787173,0.0012364440278545485,-0.005970895128364143,-0.005505631767119552,-0.00046526336124459033,-0.000251299994203702,0.0011326823990095226,-0.0013839823932132247,-0.0047556456953896506,-0.0005260391759549909,-0.003252228473374891,-0.00044347819848546485,-0.0005338998475743069
160,MI,Ann Arbor,0.027730657539937004,0.005487631426174908,0.004275840795029047,0.005643121777998403,0.012324063540734658,0.029814713231158987,0.016840800519560398,0.004676341651926451,0.008297571059672153,-0.006329125914301334,-0.006768673177977004,0.000439547263675677,-0.009797854198711334,-0.003034395598771847,-0.00676345859993948,-0.006216913882875014,-0.00041917906140900163,-0.003482410222359858,-0.001637809852913289,-0.0006775147461928546
161,MI,Battle Creek,0.026164736919737086,0.006339730329651426,0.005067226388364314,0.009125030712965686,0.0056327494887556786,0.003397713766932361,0.0037911551372740156,0.0008834811936636912,-0.0012769225640053455,-0.0053632311170284655,-0.0028991946655159352,-0.0024640364515125315,0.006738977129677831,0.0066095631948400535,0.0001294139348377785,0.012702630495640285,0.0017945611079742683,0.0011149570941247633,0.004449350655786322,0.005343761637754924
162,MI,Bay City,0.0348937568001934,0.010262718223302054,0.004877086079990517,0.00957777411198546,0.010176178384915358,0.01757648932548804,0.01274076089717724,0.0033918558080061373,0.0014438726203046693,-0.004834588880521572,-0.004485982816732785,-0.0003486060637887811,-0.012335416160430449,-0.002762293043821154,-0.009573123116609288,0.001745090938311017,0.0017411193239757641,0.00042379905094914316,0.00031459804996148213,-0.0007344254865753845
163,MI,Detroit-Warren-Dearborn,0.022598553477095773,0.00600971879452767,0.004392460766419932,0.006560078514888053,0.0056362954012601045,0.014142835726397697,0.009510932334025007,0.002926751339726905,0.0017051520526457954,-0.0013858385753324212,-0.0016006710163019439,0.00021483244096952287,-0.0023915104343776032,0.00036597125177563467,-0.0027574816861532236,0.0067219626093044105,0.0022043765694899804,0.0009915014123189558,0.0017678459503526513,0.0017582386771428304
164,MI,Flint,0.02912387073882787,0.008243449472543123,0.004471078440418828,0.009625210642771964,0.006784132183093969,0.0113648897766941,0.009543720889768141,0.002089487939366428,-0.00026831905244045773,-0.0058082429033254205,-0.003644378312996924,-0.0021638645903284963,-0.002660970345242153,0.0013612580396503704,-0.0040222283848925225,0.008657644560375488,0.002311827573593373,0.003293232839431643,0.00101805910113845,0.0020345250462120087
165,MI,Grand Rapids-Wyoming,0.02175491905939456,0.004568138385807163,0.0046968378863642,0.006852587741609267,0.0056373550456139095,0.00906604387453852,0.005976438208633042,0.002092652972354791,0.0009969526935506984,-0.006419944627562929,-0.00425256592607981,-0.002167378701483119,0.006305453366802841,0.00332721464997366,0.0029782387168291805,0.014084493609988591,0.002577080512947708,0.00470116863076487,0.002521044411873785,0.004285200054402215
166,MI,Jackson,0.023853100914740532,0.0064400089896404075,0.005003260983994888,0.006864286705001235,0.005545544236104004,0.004488576616136372,0.004446781960964846,0.0011664347943324204,-0.0011246401391608943,-0.005788416544484004,-0.0022156397904668987,-0.0035727767540171024,0.0006794020369491478,0.0035606338085915554,-0.002881231771642401,0.018098549621032217,0.005207223764750819,0.004194078055926552,0.003776217999312777,0.004921029801042053
167,MI,Kalamazoo-Portage,0.031614814314784134,0.010335362095130154,0.004625961855101873,0.008733783093971624,0.007919707270580473,0.016215810556828275,0.012061587512896307,0.0027807881314490784,0.001373434912482898,-0.0045628414422242145,-0.003466463338913817,-0.00109637810331039,-0.0009871027913286312,0.0009156459694265457,-0.0019027487607551766,0.003159059256556615,0.0014901896193130618,9.355509585348698e-05,0.00047938606443740506,0.0010959284769526574
168,MI,Lansing-East Lansing,0.02589290586239949,0.0074998543756454655,0.004912217444254134,0.006330028007274675,0.0071508060352252,0.02283078564386268,0.015192063871815181,0.005337171447976595,0.002301550324070901,-0.004192386926959696,-0.0041596590294341535,-3.2727897525543226e-05,-0.008123126920726045,-0.0023784094304408754,-0.005744717490285177,-0.0009363144992177439,0.0017558623075619535,-0.0007724514931370352,-0.0012020152051147558,-0.0007177101085279157
169,MI,Monroe,0.025997277948806883,0.007814057085116434,0.005265714098065198,0.007106921805023806,0.005810584960601443,0.014085607155200712,0.010079830690613488,0.0033972739275047567,0.0006085025370824622,-0.004712546382400497,-0.002399034255929897,-0.0023135121264705946,-0.008688764176671526,-0.0021727713334359425,-0.006515992843235585,0.007856140840965309,0.003405266041149539,0.0021715538216004124,0.0019213760337246817,0.00035794494449065475
170,MI,Muskegon,0.034232460220411126,0.012006519110426626,0.0062774479651545355,0.008918006136650029,0.007030487008179931,0.0067946037056334785,0.006203588243920359,0.001026183332315857,-0.00043516787060274287,-0.01555707744461346,-0.008083114757183617,-0.007473962687429844,-0.0028628989275040484,0.0003911686246575105,-0.003254067552161559,0.012896633757048541,0.0017025460944762802,0.00858834503322059,0.00022816901131992445,0.002377573618031748
171,MI,Niles-Benton Harbor,0.03297383383157432,0.012009036752168205,0.005013944845733023,0.010398835429272342,0.005552016804400744,0.001611191875389495,0.0032873392011953943,-0.0004899666144511564,-0.0011861807113547481,-0.014649613915641985,-0.008421928176652972,-0.006227685738989016,0.0077360013346234185,0.00474067627847989,0.0029953250561435205,0.010508693917959527,0.0013332416849149466,0.003443866910290125,0.002526645353082529,0.003204939969671909
172,MI,Saginaw,0.03492823322866098,0.01361776501527226,0.004548008783532736,0.011841204929885864,0.004921254499970114,0.007953529508125001,0.008749582677033747,2.2118339924418265e-05,-0.0008181715088331626,-0.010681629284111413,-0.0054692331118061524,-0.0052123961723052606,-0.0007150333396806763,0.000695143022511717,-0.0014101763621923932,0.0009820046877491578,-0.00014756973480209087,-5.077333988433297e-05,0.001102076971631106,7.82707908044758e-05
173,MN-WI,Duluth,0.031359713943425224,0.010155887383068128,0.003963668851200261,0.009922295939537959,0.007317861769618873,0.014701324964551997,0.010240173589226187,0.0027990501283224997,0.0016621012470033026,-0.00316213937059294,-0.0042143381337856394,0.0010521987631926938,-0.0016280036499763814,0.0009443068948187737,-0.002572310544795148,-0.0009147589730037764,0.0012018396226077374,-0.0015585334432991276,0.00036737600858645705,-0.000925441160898842
174,MN-WI,Minneapolis-St. Paul-Bloomington,0.02763620579540096,0.008224848537470152,0.003782525798117871,0.009516734243893987,0.006112097215918953,0.015783413668381152,0.010419493650244529,0.003131468439948729,0.002232451578187907,-0.0014237831189822525,-0.002697327842274354,0.0012735447232921013,0.0012842326873417351,0.001213711932125966,7.052075521578327e-05,0.0029341235430205143,0.0003019754710916582,0.000654971817239499,0.0008694722252495825,0.0011077040294397641
175,MN,Rochester,0.03242656732353727,0.009250484089302562,0.004450864699214239,0.0123622311245231,0.006362987410497366,0.0027128762337632483,0.0011540749706528061,4.698565408186445e-06,0.0015541026977022446,-0.01014949519780374,-0.007094633940069352,-0.003054861257734389,0.006103398333972832,0.0040594626700936045,0.002043935663879226,0.005088969584945882,0.00010396767655532388,0.00172243880518589,0.001640141972935362,0.0016224211302693116
176,MN,St. Cloud,0.028097189697961208,0.009373202273505916,0.004102309834639398,0.008991445860493913,0.00563023172932199,0.013694798635843664,0.01155214368929685,0.0019098123191164695,0.00023284262743033043,-0.0018006530169786816,-0.0016598310189938625,-0.0001408219979848191,-0.003876355355021122,-0.00042751686601261163,-0.00344883848900851,0.008113305053665991,0.0021076695395133853,0.0034938563335303392,0.0014628682257817813,0.0010489109548404742
177,MO,Columbia,0.026997065889009398,0.007467427480082889,0.0031644279960787586,0.008715508290418776,0.0076497021224289545,0.012917334230157935,0.007923657314417798,0.003283963682372696,0.0017097132333674554,-0.007356439854968672,-0.006208554527666318,-0.0011478853273023462,-0.0033375283051612077,0.000717457331013728,-0.004054985636174929,-0.005012143519059098,-0.0006368508476003403,-0.00206475767982918,-0.0006566724673900265,-0.0016538625242395464
178,MO,Jefferson City,0.03214806890941596,0.011193190287395243,0.003798601265971525,0.011170939152323898,0.005985338203725318,0.018310415528265872,0.015000142080476819,0.0017004878374947267,0.0016097856102943418,-0.00677628826316487,-0.0056316094113428505,-0.0011446788518220188,-0.002985688807765813,-0.0007669966707154267,-0.0022186921370503858,-0.00652090396891139,-0.0006384552635068461,-0.0034537934782342405,-0.0004908090440876381,-0.001937846183082664
179,MO,Joplin,0.02781680051216133,0.008090308635626701,0.0047178129464343155,0.008496745012422556,0.006511933917677754,0.010188145050338037,0.007593415215542028,0.0016674606281159698,0.0009272692066800164,-0.00784009117361753,-0.004487510404943634,-0.003352580768673893,-0.004788167926734685,-0.0023287938154977136,-0.0024593741112369644,0.004369487313664057,0.0011271137129368128,-0.0005398470664705959,0.0019217123004508679,0.0018605083667469805
180,MO-KS,Kansas City,0.023894014319024808,0.006620607270386679,0.0037610136836626405,0.007954803558715121,0.00555758980626036,0.010376867448281216,0.007323045905220406,0.002176863972579181,0.0008769575704816317,-0.005805419440222254,-0.004957860086175665,-0.0008475593540465952,-4.386767513245293e-05,0.0005821102897875588,-0.0006259779649200117,0.003356102754582563,0.0006236070638932813,0.001214101952528579,0.0009781735840724663,0.0005402201540882397
181,MO-KS,St. Joseph,0.026411537689604383,0.00648456670911815,0.0037504637834757,0.010726310040248441,0.005450197156762093,0.01600363158061084,0.013263112274891629,0.0022573847469861234,0.000483134558733082,-0.00708623453853359,-0.004031653386694235,-0.0030545811518393573,-0.013422999642420386,-0.00604272729384292,-0.007380272348577466,0.002699595034584307,0.0015817807291560702,0.001897695758919904,0.0007732085590281858,-0.001553090012519857
182,MO-IL,St. Louis,0.026946114695694662,0.007046758895498695,0.004243930965107714,0.008801403208541413,0.0068540216265468535,0.013451949297791713,0.00995238112471146,0.002365767443422177,0.0011338007296580743,-0.003872319832363385,-0.003283775161828852,-0.000588544670534534,-0.0026598127005940664,-0.00038013584149143576,-0.0022796768591026237,0.0015414036133157975,0.0003861428431185185,0.00017659902382032022,0.000867884312386262,0.00011077743399068998
183,MO,Springfield,0.028691966537751856,0.007912400472585068,0.0041885543380042,0.009711212271497243,0.006879799455665327,0.009644918281158557,0.008091556561226732,0.0017691478908346894,-0.0002157861709028604,-0.009643895390530163,-0.00585929493301144,-0.0037846004575187173,-0.001112898071477214,0.0006980369203554367,-0.0018109349918326574,0.0010707813115411746,-2.496574378802602e-06,0.0017737005923560145,2.6226635298363252e-05,-0.0007266493417343901
184,MS,Gulfport-Biloxi-Pascagoula,0.021510603967717645,0.006647413556341339,0.0034819807326188605,0.006702646540816482,0.004678563137940961,0.00782524168671439,0.0051383076128152525,0.0020225462587389817,0.0006643878151601709,-0.009190982540136727,-0.006359434320001738,-0.0028315482201349967,-0.008642007032842236,-0.0035921409657526937,-0.005049866067089535,0.008813312954503633,0.0038454463132266757,0.0027750359393178613,0.002412676764861329,-0.00021984606290223477
185,MS,Hattiesburg,0.03169797780276326,0.011923663501543232,0.00453261454815522,0.009734452473780832,0.005507247279283988,0.009481091370185392,0.008712632363474006,0.0009759682004349383,-0.0002075091937235492,-0.012569267917782692,-0.008256281354277452,-0.004312986563505247,-0.0075813000459991065,-0.002783291317559368,-0.004798008728439752,-0.0013361579219057784,0.00029739595593380325,1.701067412367141e-05,0.00027208930755395067,-0.001922653859517211
186,MS,Jackson,0.026272570278487256,0.008100994554066245,0.003696852011745593,0.009409170022689706,0.005065553689985711,0.005852346036738676,0.0043878437294835385,0.00118552809189784,0.00027897421535731307,-0.009788200059802618,-0.008592291591391256,-0.0011959084684113608,-0.002448749390531052,-0.0025709979907839325,0.0001222486002528805,-0.0022223766329919907,-1.021931450108371e-05,0.000400279230690595,-0.00024477249935067613,-0.002367664049830822
187,MT,Billings,0.02992013065290111,0.0076694251030473845,0.004914666740447779,0.01042450564660069,0.006911533162805263,0.010847028207432538,0.008535661752754463,0.002177818204850505,0.00013354824982757946,-0.004839225059722882,-0.004838560728789562,-6.643309333198566e-07,-0.0055946468856728215,-0.0007009700632842898,-0.004893676822388532,-0.003561846527265919,0.0010181322493115902,-0.0056189443913847725,0.001094819799667076,-5.5854184859819446e-05
188,MT,Great Falls,0.02382436826004497,0.005567520390268164,0.005186812814742654,0.007338841007462488,0.005731194047571678,0.0067985989880631065,0.0064667799101145035,0.0012241808459661151,-0.0008923617680175015,-0.01348485863318516,-0.008664785406886212,-0.004820073226298943,-0.00064118579733069,0.003395400302713604,-0.004036586100044301,0.01010259034932727,0.003286229888372353,0.0017179701801743675,0.00239699087227584,0.0027013994085046955
189,MT,Missoula,0.0270385999536861,0.007010557760282192,0.004098317512983144,0.009866013716979323,0.006063710963441452,0.008394479757010326,0.005990555164106397,0.0026657195308623038,-0.0002617949379583769,-0.012486556773480734,-0.009465664973400623,-0.003020891800080104,-0.0026491679835163595,3.5104434962032753e-06,-0.002652678427012563,-0.0035561863717293867,0.0013221683510729713,-0.0024747959205566887,-0.0012783026898661905,-0.0011252561123794996
190,NC,Asheville,0.022917914761410568,0.007185171107829341,0.004160748242868072,0.006640901277693728,0.00493109413301945,0.008352906909590159,0.007208042855435194,0.000822750437991588,0.00032211361616339,-0.007855982700723907,-0.0057716014270178745,-0.0020843812737060398,-0.003170327520098992,2.0493222218330442e-05,-0.003190820742317316,0.002937999817117481,0.0012982514190320214,0.00039782819392356755,0.0009639129062322117,0.00027800729792966383
191,NC,Burlington,0.029035044086315562,0.008527498631966621,0.005464766434534531,0.009821542762823078,0.005221236256991328,0.004923907491083804,0.00379322558517279,0.00020720748390973785,0.0009234744220012868,-0.00661574693731891,-0.0042843693429967175,-0.002331377594322181,-0.004026680323199056,-0.0017723953054158204,-0.002254285017783228,0.005513211818828814,0.0015504258587370446,-0.00013941997912956391,0.00255595964354444,0.0015462462956768903
192,NC-SC,Charlotte-Concord-Gastonia,0.021245472972743498,0.00619515880066146,0.0037818012999874095,0.006914975832244534,0.004353537039850093,0.011436430611548698,0.008070860837020133,0.0021942506211707173,0.0011713191533578547,-0.004302357602683785,-0.004414054627578093,0.00011169702489430278,-0.0032173561811500995,-0.0010847614679535477,-0.002132594713196566,0.002789219901932372,0.0008593274722713366,0.0008515373859504517,0.0010958819900832896,-1.7526946372706242e-05
193,NC,Durham-Chapel Hill,0.02759134332108656,0.008892701560396551,0.003715139330168678,0.009119427036615686,0.005864075393905651,0.016418966156500542,0.011352490403924435,0.002128601802121433,0.0029378739504546674,-0.0019308923147932087,-0.002858561881042235,0.000927669566249026,-0.0018424232596366968,-0.00033417165825036515,-0.0015082516013863387,0.0004836226786161523,-0.001226613356094041,0.001080019923924997,0.0005578642273620059,7.235188342318358e-05
