Job Code,Job Title,Job Family,Race ahead of the Machine,Race with the Machine,Race against the Machine,Running a Different Race
47-5013,"Service Unit Operators, Oil, Gas, and Mining",Construction and Extraction Occupations,4.615034533,22.71797012,11.22971108,11.92194321
47-5021,"Earth Drillers, Except Oil and Gas",Construction and Extraction Occupations,-6.617416675,1.189898629,2.214602609,14.9154843
47-5041,Continuous Mining Machine Operators,Construction and Extraction Occupations,-18.81152659,-7.950959663,-9.678955944,-6.658334541
47-5061,"Roof Bolters, Mining",Construction and Extraction Occupations,-0.628138135,5.996732477,4.03799323,2.099754051
47-5071,"Roustabouts, Oil and Gas",Construction and Extraction Occupations,0.806530264,5.182755221,-0.544602382,0.830312466
47-5081,Helpers--Extraction Workers,Construction and Extraction Occupations,-1.966034291,10.65044239,7.287544802,11.74503233
49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers","Installation, Maintenance, and Repair Occupations",8.178391303,0.055268326,9.666554426,9.610097064
49-2011,"Computer, Automated Teller, and Office Machine Repairers","Installation, Maintenance, and Repair Occupations",-16.15966238,1.793274601,-7.496029299,1.491683168
49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers","Installation, Maintenance, and Repair Occupations",-12.82517642,17.0590039,-5.058882018,7.691015166
49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers","Installation, Maintenance, and Repair Occupations",-2.007232643,-1.828355849,-0.547357513,5.332975528
49-2091,Avionics Technicians,"Installation, Maintenance, and Repair Occupations",-6.049149831,5.437158106,-2.518285873,9.686129189
49-2092,"Electric Motor, Power Tool, and Related Repairers","Installation, Maintenance, and Repair Occupations",4.181022311,4.333126391,0.097908665,5.93566525
49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment","Installation, Maintenance, and Repair Occupations",7.241193824,4.34886619,5.97778425,23.75704743
49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay","Installation, Maintenance, and Repair Occupations",-2.844132344,-4.91558005,0.053242957,6.902215979
49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles","Installation, Maintenance, and Repair Occupations",-14.78766913,-5.510994358,-6.742847483,-6.235382732
49-2098,Security and Fire Alarm Systems Installers,"Installation, Maintenance, and Repair Occupations",-7.184925969,-2.677455073,2.268643214,5.468614385
49-3011,Aircraft Mechanics and Service Technicians,"Installation, Maintenance, and Repair Occupations",7.029925897,2.30438108,6.192175275,11.38609256
49-3021,Automotive Body and Related Repairers,"Installation, Maintenance, and Repair Occupations",-10.27052583,-8.727365918,0.498676926,-9.424877208
49-3022,Automotive Glass Installers and Repairers,"Installation, Maintenance, and Repair Occupations",-12.3033303,-9.423394096,-9.332953571,-4.339301655
49-3023,Automotive Service Technicians and Mechanics,"Installation, Maintenance, and Repair Occupations",-11.78064912,1.102502074,-2.898435837,-0.777438785
49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,"Installation, Maintenance, and Repair Occupations",-6.442170624,-1.819527501,-0.456041821,-1.892094923
49-3041,Farm Equipment Mechanics and Service Technicians,"Installation, Maintenance, and Repair Occupations",-8.075424258,7.468464174,-2.929925553,0.38731895
49-3042,"Mobile Heavy Equipment Mechanics, Except Engines","Installation, Maintenance, and Repair Occupations",-12.04866294,17.63072342,1.156646157,14.4114067
49-3051,Motorboat Mechanics and Service Technicians,"Installation, Maintenance, and Repair Occupations",-12.10763284,2.408132484,-4.589575701,-1.745511404
49-3052,Motorcycle Mechanics,"Installation, Maintenance, and Repair Occupations",2.677690892,-8.367990192,-6.179763637,2.04810756
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,"Installation, Maintenance, and Repair Occupations",-4.419184252,2.249504578,-2.097783026,9.202633484
49-3091,Bicycle Repairers,"Installation, Maintenance, and Repair Occupations",2.828571349,0.657949907,4.158032346,2.741677823
49-3092,Recreational Vehicle Service Technicians,"Installation, Maintenance, and Repair Occupations",-2.780907784,8.031885947,0.626857132,0.760382093
49-3093,Tire Repairers and Changers,"Installation, Maintenance, and Repair Occupations",-4.647816112,-2.921255875,1.785464421,0.353087935
49-9011,Mechanical Door Repairers,"Installation, Maintenance, and Repair Occupations",-5.922089789,-1.799314192,-1.654530606,3.581162387
49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door","Installation, Maintenance, and Repair Occupations",-11.78331828,2.475380011,2.771124042,7.262744614
49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers","Installation, Maintenance, and Repair Occupations",-9.004681345,6.234023511,1.703650122,12.66529471
49-9031,Home Appliance Repairers,"Installation, Maintenance, and Repair Occupations",-3.645485357,-4.750355785,-3.941665601,8.392480638
49-9041,Industrial Machinery Mechanics,"Installation, Maintenance, and Repair Occupations",-9.268601353,-2.97591139,-0.948399557,0.24391022
49-9043,"Maintenance Workers, Machinery","Installation, Maintenance, and Repair Occupations",-8.449068372,4.633265386,-0.949759231,2.300481841
49-9044,Millwrights,"Installation, Maintenance, and Repair Occupations",5.48623057,20.11193015,5.10350802,18.38950532
49-9051,Electrical Power-Line Installers and Repairers,"Installation, Maintenance, and Repair Occupations",-4.343419709,-0.356930514,5.963737603,8.115627304
49-9052,Telecommunications Line Installers and Repairers,"Installation, Maintenance, and Repair Occupations",-0.038037746,1.402626717,2.517741395,-2.830359698
49-9061,Camera and Photographic Equipment Repairers,"Installation, Maintenance, and Repair Occupations",-4.316307888,-0.0392722,-0.591837657,1.268652237
49-9062,Medical Equipment Repairers,"Installation, Maintenance, and Repair Occupations",-28.89775405,-6.709464763,0.091151748,-7.612669435
49-9063,Musical Instrument Repairers and Tuners,"Installation, Maintenance, and Repair Occupations",2.85844524,1.098449981,4.583721065,3.69361435
49-9064,Watch Repairers,"Installation, Maintenance, and Repair Occupations",-12.51607984,0.71157917,1.655892567,-0.555058624
49-9071,"Maintenance and Repair Workers, General","Installation, Maintenance, and Repair Occupations",-3.66413422,11.33921659,1.696661505,12.70549608
49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers","Installation, Maintenance, and Repair Occupations",0.780791128,-6.821506884,-8.965797941,-7.479833679
49-9092,Commercial Divers,"Installation, Maintenance, and Repair Occupations",-15.78932979,-3.178294976,-8.066771274,-5.877269457
49-9094,Locksmiths and Safe Repairers,"Installation, Maintenance, and Repair Occupations",0.550840235,-8.408812253,-3.570631914,0.350771742
49-9098,"Helpers--Installation, Maintenance, and Repair Workers","Installation, Maintenance, and Repair Occupations",-14.01975017,-2.880623106,-3.82344832,-13.734912
51-1011,First-Line Supervisors of Production and Operating Workers,Production Occupations,-4.777606905,-1.418098763,-0.859154729,3.399716612
51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",Production Occupations,-4.695724178,-2.449724852,-1.881286215,-7.098112697
51-2021,"Coil Winders, Tapers, and Finishers",Production Occupations,2.078160659,4.192828283,-1.292645549,-0.624786177
51-2031,Engine and Other Machine Assemblers,Production Occupations,-7.161730277,-1.701253219,-0.253540917,1.058282264
51-2041,Structural Metal Fabricators and Fitters,Production Occupations,2.957476052,-5.157395505,-1.848021549,4.946422658
51-3011,Bakers,Production Occupations,-0.152614014,-2.05726307,-2.823503867,1.241535294
51-3021,Butchers and Meat Cutters,Production Occupations,-2.213692218,6.790532136,3.179573134,5.40510169
51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",Production Occupations,9.382571726,12.60278273,7.752042279,13.4303777
51-3023,Slaughterers and Meat Packers,Production Occupations,-5.818948433,-0.040683494,-2.128709552,-7.621353057
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",Production Occupations,-1.555305753,-8.331677644,-2.593632183,-1.511717084
51-3092,Food Batchmakers,Production Occupations,-0.756085998,0.275261914,-1.667616117,1.948091844
51-3093,Food Cooking Machine Operators and Tenders,Production Occupations,-9.99593271,3.629435556,-3.33012256,1.623426108
51-4011,"Computer-Controlled Machine Tool Operators, Metal and Plastic",Production Occupations,-1.766647536,-1.236419228,3.913695851,2.458528894
51-4012,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",Production Occupations,2.55208705,0.677444488,5.704343192,-2.668518845
51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",Production Occupations,1.761723094,8.309939942,1.728289884,-1.736524696
51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",Production Occupations,0.656978828,6.672327782,0.219210539,14.06429836
51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",Production Occupations,-10.87644262,-3.987825392,-0.797891642,-5.563134727
51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",Production Occupations,-1.180953819,2.687812706,-0.648207876,1.101901077
51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Production Occupations,-0.477616109,-1.676550436,-3.588176977,0.338586738
51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Production Occupations,-3.540161425,1.172762537,-3.61408701,-8.813376652
51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Production Occupations,-3.021315434,5.375277526,-1.977140105,3.113858235
51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Production Occupations,-4.613387774,-0.261715827,-5.557074596,-9.725627266
51-4041,Machinists,Production Occupations,-2.202705892,1.912667009,-2.139238924,-1.088134224
51-4051,Metal-Refining Furnace Operators and Tenders,Production Occupations,-5.542076848,-3.296768465,-2.463406032,-1.830180994
51-4052,"Pourers and Casters, Metal",Production Occupations,-4.551937545,-4.196520581,0.952131168,0.755423515
51-4061,"Model Makers, Metal and Plastic",Production Occupations,7.634669231,1.065940126,0.826584159,8.59902156
51-4062,"Patternmakers, Metal and Plastic",Production Occupations,-1.271474964,3.156435105,-1.736590731,-3.588527121
51-4071,Foundry Mold and Coremakers,Production Occupations,-6.330634613,9.03211102,0.631767813,-0.021318656
51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",Production Occupations,-0.476044336,7.568761596,-0.05342527,6.827671613
51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Production Occupations,-7.294683483,-4.200522126,-2.125400293,-3.834015198
51-4111,Tool and Die Makers,Production Occupations,1.582971989,1.147471938,-4.176619208,1.327242545
51-4121,"Welders, Cutters, Solderers, and Brazers",Production Occupations,-0.619680984,4.945462806,-1.025712213,-0.335788439
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Production Occupations,-2.07792994,8.76944568,0.024497585,3.601210274
51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Production Occupations,-0.277941608,2.479800216,0.299758637,2.27302296
51-4192,"Layout Workers, Metal and Plastic",Production Occupations,5.345053002,9.472793477,-2.727028015,1.914725024
51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",Production Occupations,7.187514243,3.960651354,1.49123545,7.607743962
51-4194,"Tool Grinders, Filers, and Sharpeners",Production Occupations,-0.767473619,-2.787044439,-6.241539469,-0.982584876
51-5111,Prepress Technicians and Workers,Production Occupations,-4.370385369,-1.080912765,-1.281972024,-1.515033629
51-6011,Laundry and Dry-Cleaning Workers,Production Occupations,-2.379874946,2.751244839,-1.064690609,1.601011486
51-6021,"Pressers, Textile, Garment, and Related Materials",Production Occupations,-1.936400892,-1.336305742,-0.366547745,-0.488220889
51-6031,Sewing Machine Operators,Production Occupations,-5.622219118,1.865164501,-1.185459462,-0.502387089
51-6092,Fabric and Apparel Patternmakers,Production Occupations,-3.615316456,-1.304225613,-1.624544564,1.981710515
51-6093,Upholsterers,Production Occupations,2.299047514,5.770590908,-1.500408203,0.201241033
51-7011,Cabinetmakers and Bench Carpenters,Production Occupations,-1.402824258,-1.60222883,1.036024781,-0.382763655
51-7021,Furniture Finishers,Production Occupations,-6.877535701,-1.125695653,-0.068217443,-9.644036358
51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",Production Occupations,0.023261956,0.265489435,-0.996727544,0.738804328
51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Production Occupations,-0.131976565,9.39017007,-0.469061779,2.100805255
51-8011,Nuclear Power Reactor Operators,Production Occupations,4.649565453,3.562778854,8.4214278,-0.132944215
51-8012,Power Distributors and Dispatchers,Production Occupations,-12.967033,-3.575485567,2.119193986,2.116226328
51-8013,Power Plant Operators,Production Occupations,-4.763626018,-9.089623869,-8.341471086,4.045933526
51-8021,Stationary Engineers and Boiler Operators,Production Occupations,-2.231511816,5.767419324,6.567361443,5.053293016
51-8031,Water and Wastewater Treatment Plant and System Operators,Production Occupations,-5.90607383,-2.45731887,6.044434049,-1.689151974
51-8091,Chemical Plant and System Operators,Production Occupations,-8.411558486,-2.605832344,-0.54855594,3.67436403
51-9011,Chemical Equipment Operators and Tenders,Production Occupations,-4.277629061,6.224009886,-3.081892531,0.263218229
51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Production Occupations,-5.416959815,-3.60299507,1.53451606,-5.756581337
51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Production Occupations,-4.600806371,4.333858815,-3.066982487,0.763510957
51-9022,"Grinding and Polishing Workers, Hand",Production Occupations,-4.695261388,-7.010800548,-3.364356753,2.554067895
51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",Production Occupations,2.039006158,-3.819947751,-2.843056321,-11.33582262
51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",Production Occupations,-13.95436991,2.648904615,-5.200269301,-4.731585889
51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Production Occupations,-2.417561362,7.227579456,1.863561413,1.697927148
51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Production Occupations,-4.354845328,-9.793236248,-3.21256035,-4.053011143
51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",Production Occupations,7.732506622,-0.061549852,-2.717835094,3.388550056
51-9081,Dental Laboratory Technicians,Production Occupations,-5.094678358,-1.604945657,-0.242629276,-2.217302103
51-9082,Medical Appliance Technicians,Production Occupations,-9.453599685,-6.638327346,-0.738579518,1.985603467
51-9083,Ophthalmic Laboratory Technicians,Production Occupations,-13.16959975,-10.17359709,-6.256798792,-5.184667028
51-9111,Packaging and Filling Machine Operators and Tenders,Production Occupations,-11.77389867,-15.29316307,-1.913159481,-19.64602153
51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Production Occupations,-0.154579625,1.053495653,0.749054357,-3.11561524
51-9122,"Painters, Transportation Equipment",Production Occupations,7.644142297,12.5897441,2.845492287,6.173055473
51-9191,Adhesive Bonding Machine Operators and Tenders,Production Occupations,-8.191729107,1.930508597,2.639234362,4.173827025
51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",Production Occupations,-2.217258488,-4.357254467,2.543814639,1.866446854
51-9193,Cooling and Freezing Equipment Operators and Tenders,Production Occupations,-9.38384832,-2.361296261,-3.722525341,-6.839229664
51-9194,Etchers and Engravers,Production Occupations,-12.07056893,-0.913911781,-1.817681594,-0.805186057
51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",Production Occupations,-0.364600152,0.943736545,-0.208276123,0.09180214
51-9196,"Paper Goods Machine Setters, Operators, and Tenders",Production Occupations,-3.654943349,-1.636796146,-0.863926031,1.287097488
51-9198,Helpers--Production Workers,Production Occupations,-3.344048758,0.931975205,-1.371625544,6.659015965
53-1011,Aircraft Cargo Handling Supervisors,Transportation and Material Moving Occupations,-2.983813906,4.291219535,3.953313252,-2.602860946
53-2011,"Airline Pilots, Copilots, and Flight Engineers",Transportation and Material Moving Occupations,-5.057538312,-3.937972691,1.84089465,8.610429647
53-2012,Commercial Pilots,Transportation and Material Moving Occupations,-0.74833869,4.271644533,5.748317902,9.001387125
53-2021,Air Traffic Controllers,Transportation and Material Moving Occupations,-4.386371348,2.822278625,2.395106328,1.878356305
53-2022,Airfield Operations Specialists,Transportation and Material Moving Occupations,-4.526416325,4.244867256,-1.096235634,10.96452605
53-2031,Flight Attendants,Transportation and Material Moving Occupations,-4.661179163,-0.236935034,3.796014372,-2.439395129
53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",Transportation and Material Moving Occupations,3.562110722,7.671057923,0.184429321,4.999839699
53-3021,"Bus Drivers, Transit and Intercity",Transportation and Material Moving Occupations,-19.64990252,-5.62853511,-2.675573023,-14.05551694
53-3022,"Bus Drivers, School or Special Client",Transportation and Material Moving Occupations,-0.200377797,-1.75587091,-2.291175419,-4.841023078
53-3031,Driver/Sales Workers,Transportation and Material Moving Occupations,1.887371806,9.964068619,2.597581361,-1.257140722
53-3032,Heavy and Tractor-Trailer Truck Drivers,Transportation and Material Moving Occupations,1.12535257,4.710502284,-3.749417739,2.444676933
53-3033,Light Truck or Delivery Services Drivers,Transportation and Material Moving Occupations,-7.156025557,-0.220965149,-7.801221094,-14.19453861
53-3041,Taxi Drivers and Chauffeurs,Transportation and Material Moving Occupations,-8.148241947,-2.798343097,-1.344925979,-8.407841532
53-4011,Locomotive Engineers,Transportation and Material Moving Occupations,1.938455805,2.169505894,5.958225038,11.48439083
53-4031,Railroad Conductors and Yardmasters,Transportation and Material Moving Occupations,-1.114488293,-7.493721378,1.407966071,-2.457953077
53-5011,Sailors and Marine Oilers,Transportation and Material Moving Occupations,-0.873820568,2.492521481,1.298151574,6.867903535
53-5021,"Captains, Mates, and Pilots of Water Vessels",Transportation and Material Moving Occupations,-1.839094986,0.615332468,-0.442743464,2.618235869
53-5031,Ship Engineers,Transportation and Material Moving Occupations,-1.013123776,-5.257816247,-2.13840672,3.479604043
53-6021,Parking Lot Attendants,Transportation and Material Moving Occupations,-0.806726981,-14.59472122,-13.31744994,-9.83809782
53-6031,Automotive and Watercraft Service Attendants,Transportation and Material Moving Occupations,5.509856699,4.806319206,-0.91949151,11.82343577
53-6041,Traffic Technicians,Transportation and Material Moving Occupations,2.535095545,-4.566553941,-10.82573188,2.80745324
53-6051,Transportation Inspectors,Transportation and Material Moving Occupations,-5.999055019,-1.836020663,-7.178796162,-2.82825498
53-6061,"Transportation Attendants, Except Flight Attendants",Transportation and Material Moving Occupations,-5.815468059,-12.34208015,-1.621167236,-14.06482891
53-7011,Conveyor Operators and Tenders,Transportation and Material Moving Occupations,-3.928804095,-2.159906486,-3.674861979,3.693695457
53-7021,Crane and Tower Operators,Transportation and Material Moving Occupations,-8.115079384,1.78205312,-4.372551126,1.882858596
53-7032,Excavating and Loading Machine and Dragline Operators,Transportation and Material Moving Occupations,1.452296288,6.48053369,2.897316458,9.246127714
53-7051,Industrial Truck and Tractor Operators,Transportation and Material Moving Occupations,4.462566166,7.095646953,0.670015578,10.06669153
53-7061,Cleaners of Vehicles and Equipment,Transportation and Material Moving Occupations,2.331217099,2.041848038,-0.764583978,0.600385535
53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",Transportation and Material Moving Occupations,-0.073568155,3.474367146,-3.464070847,-1.396376049
53-7063,Machine Feeders and Offbearers,Transportation and Material Moving Occupations,-0.582065151,-1.521954286,-0.817111263,-10.29902449
53-7064,"Packers and Packagers, Hand",Transportation and Material Moving Occupations,0,13.34368704,-0.140448199,5.787994327
53-7071,Gas Compressor and Gas Pumping Station Operators,Transportation and Material Moving Occupations,-13.03498163,-0.392708873,3.516887637,5.735877261
53-7081,Refuse and Recyclable Material Collectors,Transportation and Material Moving Occupations,8.769637088,-2.044809711,4.111516208,5.083448646
