Job Code,Job Title,Job Family,Automation Index,Race with the Machine,Race against the Machine,Race ahead of the Machine,Running a Different Race,Changing the Course of a Race
43-5041,"Meter Readers, Utilities",Office and Administrative Support Occupations,48.70919946,3.369957537,28.69585062,0,15.22338541,1.420005891
43-5051,Postal Service Clerks,Office and Administrative Support Occupations,50.2364304,9.033188551,23.57859081,0,14.91628769,2.708363349
43-5052,Postal Service Mail Carriers,Office and Administrative Support Occupations,48.94218106,1.551427132,33.5430037,0,9.579298925,4.2684513
43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",Office and Administrative Support Occupations,50.83078426,1.951218653,27.40102155,0,17.1559922,4.322551856
43-5061,"Production, Planning, and Expediting Clerks",Office and Administrative Support Occupations,51.45003757,21.0424453,12.3273093,3.513800758,9.316256019,5.250226192
43-5071,"Shipping, Receiving, and Traffic Clerks",Office and Administrative Support Occupations,49.94598077,5.954960534,27.48440322,0,11.97088086,4.535736149
43-5081,Stock Clerks and Order Fillers,Office and Administrative Support Occupations,47.98606471,0.92926343,25.84385855,0,18.29995286,2.91298987
43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",Office and Administrative Support Occupations,52.3157704,13.1076011,26.01212394,0.999842376,6.557471527,5.638731454
43-6011,Executive Secretaries and Executive Administrative Assistants,Office and Administrative Support Occupations,50.48333031,27.0434306,8.994497994,5.664813759,4.986605199,3.793982758
43-6012,Legal Secretaries,Office and Administrative Support Occupations,53.3585542,31.83285756,5.308958792,4.004238788,1.500861022,10.71163804
43-6013,Medical Secretaries,Office and Administrative Support Occupations,51.57619583,25.60773192,7.973320181,2.545939242,10.14518962,5.304014876
43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Office and Administrative Support Occupations,51.82822227,35.55532681,4.664811994,2.020538159,1.5011406,8.086404703
43-9011,Computer Operators,Office and Administrative Support Occupations,53.78538191,21.48529922,20.5237795,2.814087751,1.061471909,7.900743535
43-9021,Data Entry Keyers,Office and Administrative Support Occupations,56.43042751,14.4060275,26.1748332,2.034782273,1.373121724,12.44166281
43-9022,Word Processors and Typists,Office and Administrative Support Occupations,55.33215901,23.67292137,13.10436836,1.300424676,4.789864276,12.46458032
43-9031,Desktop Publishers,Office and Administrative Support Occupations,50.07508959,21.46807024,14.7327567,4.271670204,3.552222071,6.050370372
43-9041,Insurance Claims and Policy Processing Clerks,Office and Administrative Support Occupations,56.67019412,31.49891828,14.62929539,0.569849681,0.693636653,9.278494117
43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",Office and Administrative Support Occupations,51.93496948,8.529436068,25.95356829,0,12.05725368,5.394711436
43-9061,"Office Clerks, General",Office and Administrative Support Occupations,54.97588082,31.36702909,7.682698481,1.567242693,4.785419794,9.573490764
43-9071,"Office Machine Operators, Except Computer",Office and Administrative Support Occupations,52.79140988,21.43572968,25.29903765,0,3.536133561,2.520508992
43-9081,Proofreaders and Copy Markers,Office and Administrative Support Occupations,57.94940733,16.34889413,16.69217129,3.173326419,3.563157728,18.17185776
43-9111,Statistical Assistants,Office and Administrative Support Occupations,53.65359088,16.7342041,25.32118533,5.902935738,1.351439764,4.343825951
45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers","Farming, Fishing, and Forestry Occupations",48.36913884,14.24726242,22.40175652,2.979153693,7.884641365,0.856324841
45-2011,Agricultural Inspectors,"Farming, Fishing, and Forestry Occupations",50.18309259,9.623224837,27.8521683,2.048846246,7.115912579,3.542940623
45-2021,Animal Breeders,"Farming, Fishing, and Forestry Occupations",45.40915526,2.61279613,29.21938699,1.842583288,11.61692894,0.117459909
45-2041,"Graders and Sorters, Agricultural Products","Farming, Fishing, and Forestry Occupations",50.81681694,2.90621591,33.92104486,0,12.4698555,1.519700678
45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse","Farming, Fishing, and Forestry Occupations",47.55667872,1.993935378,30.29318829,0,15.26955506,0
45-4011,Forest and Conservation Workers,"Farming, Fishing, and Forestry Occupations",47.37857822,12.82795942,19.96770999,2.171411671,12.16184236,0.249654779
45-4022,Logging Equipment Operators,"Farming, Fishing, and Forestry Occupations",50.30864765,8.884971003,32.09848973,0.553749675,8.256877234,0.51456001
45-4023,Log Graders and Scalers,"Farming, Fishing, and Forestry Occupations",49.92059513,6.799108659,31.57937781,0.339443073,9.167818828,2.03484676
47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,Construction and Extraction Occupations,48.32390535,13.48724878,20.50244657,2.475075141,10.60959387,1.249540991
47-2011,Boilermakers,Construction and Extraction Occupations,48.35992274,8.350290967,25.56032419,1.048965773,12.48574952,0.914592292
47-2021,Brickmasons and Blockmasons,Construction and Extraction Occupations,47.21217135,5.350765568,24.62939259,0.810658612,15.93973656,0.481618023
47-2031,Carpenters,Construction and Extraction Occupations,47.32010318,6.481712346,23.65521762,0.732490373,16.24809872,0.202584122
47-2041,Carpet Installers,Construction and Extraction Occupations,46.73413723,5.685131506,26.37611255,0.848473892,13.18320647,0.641212803
47-2044,Tile and Marble Setters,Construction and Extraction Occupations,47.04397403,6.636868979,26.07548485,0,13.62567123,0.705948979
47-2051,Cement Masons and Concrete Finishers,Construction and Extraction Occupations,47.9210779,5.260006495,24.36670089,0.704925473,17.16111251,0.428332532
47-2053,Terrazzo Workers and Finishers,Construction and Extraction Occupations,48.010833,5.799988445,24.22325771,0.529641177,16.61792281,0.840022856
47-2061,Construction Laborers,Construction and Extraction Occupations,47.4776853,4.971065416,27.98035444,0,14.52626545,0
47-2071,"Paving, Surfacing, and Tamping Equipment Operators",Construction and Extraction Occupations,49.35231825,5.32791943,30.17860388,0,12.99386407,0.85193087
47-2072,Pile-Driver Operators,Construction and Extraction Occupations,49.39872423,4.839642233,31.94052563,0.053000592,12.56555578,0
47-2073,Operating Engineers and Other Construction Equipment Operators,Construction and Extraction Occupations,49.73006469,6.523265154,34.25726695,0.081553909,8.517142327,0.350836349
47-2081,Drywall and Ceiling Tile Installers,Construction and Extraction Occupations,46.77182502,3.295643636,25.48459865,0,16.98510115,1.006481575
47-2082,Tapers,Construction and Extraction Occupations,46.53852149,0.897869305,28.71050624,0,16.83083783,0.099308124
47-2111,Electricians,Construction and Extraction Occupations,47.98236776,10.47682291,23.57920312,1.436934113,11.32935113,1.160056479
47-2121,Glaziers,Construction and Extraction Occupations,47.55473049,3.283040681,26.61076161,0.145560135,16.52813042,0.987237649
47-2131,"Insulation Workers, Floor, Ceiling, and Wall",Construction and Extraction Occupations,46.90876217,3.29559647,27.28957232,0,16.08216132,0.241432063
47-2141,"Painters, Construction and Maintenance",Construction and Extraction Occupations,47.04645587,4.813939871,26.40265978,0.141011926,15.68884429,0
47-2151,Pipelayers,Construction and Extraction Occupations,48.60542675,6.171715884,26.79452417,0,14.63791757,1.00126913
47-2152,"Plumbers, Pipefitters, and Steamfitters",Construction and Extraction Occupations,47.51416977,6.799286315,25.96115338,0.132074041,13.97557721,0.646078818
47-2161,Plasterers and Stucco Masons,Construction and Extraction Occupations,47.58277281,5.879963161,26.08588953,0,15.22946077,0.387459349
47-2171,Reinforcing Iron and Rebar Workers,Construction and Extraction Occupations,47.48025107,2.203309931,24.52395957,0.031861231,20.0566834,0.664436938
47-2181,Roofers,Construction and Extraction Occupations,47.23674327,6.218970178,23.5566596,0,16.93111388,0.529999617
47-2211,Sheet Metal Workers,Construction and Extraction Occupations,48.32959797,7.136190729,26.31425764,0,13.72690328,1.152246321
47-2221,Structural Iron and Steel Workers,Construction and Extraction Occupations,47.86380006,3.953739232,27.79342826,0.077195976,15.15830394,0.881132653
47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",Construction and Extraction Occupations,47.81742752,4.088271302,26.49341285,0.157614034,16.46154641,0.616582923
47-3012,Helpers--Carpenters,Construction and Extraction Occupations,47.54804499,5.838796344,26.24327857,0.012777721,15.18000522,0.273187139
47-3013,Helpers--Electricians,Construction and Extraction Occupations,47.58638016,7.776460697,24.24931139,0,13.89593763,1.664670445
47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",Construction and Extraction Occupations,47.03518121,6.185603644,28.65941105,0.351040613,11.83912591,0
47-4011,Construction and Building Inspectors,Construction and Extraction Occupations,48.36613741,8.731649967,28.23638385,3.104828901,6.982662075,1.310612621
47-4041,Hazardous Materials Removal Workers,Construction and Extraction Occupations,48.41129148,8.634170938,26.22587452,0.548080779,12.09550023,0.907665009
47-4051,Highway Maintenance Workers,Construction and Extraction Occupations,48.87605251,7.810568689,26.32812124,0.575666616,13.91873892,0.242957043
47-4061,Rail-Track Laying and Maintenance Equipment Operators,Construction and Extraction Occupations,48.70321745,7.670295238,27.9147553,0.44748678,12.60594262,0.06473751
47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,Construction and Extraction Occupations,48.13423613,6.492512549,28.445384,0,13.19633959,0
47-5013,"Service Unit Operators, Oil, Gas, and Mining",Construction and Extraction Occupations,49.05629802,10.1217652,25.18041565,0.978251777,11.7180335,1.057831889
47-5021,"Earth Drillers, Except Oil and Gas",Construction and Extraction Occupations,49.20100513,8.45906757,31.02088545,0.31903707,9.402015035,0
47-5041,Continuous Mining Machine Operators,Construction and Extraction Occupations,49.34463304,6.245154237,29.89579894,0,13.14183207,0.061847797
47-5061,"Roof Bolters, Mining",Construction and Extraction Occupations,49.14402242,5.512887231,26.30242819,0,15.70292112,1.625785878
47-5071,"Roustabouts, Oil and Gas",Construction and Extraction Occupations,48.4579736,3.985690004,26.4453818,0,17.02694552,0.99995628
47-5081,Helpers--Extraction Workers,Construction and Extraction Occupations,48.6523338,9.071498665,26.24313718,0.811200705,12.47996686,0.046530396
49-1011,"First-Line Supervisors of Mechanics, Installers, and Repairers","Installation, Maintenance, and Repair Occupations",49.01646581,19.03656662,17.1990227,3.590657014,7.223258843,1.966960637
49-2011,"Computer, Automated Teller, and Office Machine Repairers","Installation, Maintenance, and Repair Occupations",49.00855506,24.51364573,17.29592738,0.958727751,3.530337675,2.70991653
49-2021,"Radio, Cellular, and Tower Equipment Installers and Repairers","Installation, Maintenance, and Repair Occupations",48.17697155,12.66367677,21.04981316,0.837246666,12.16526638,1.460968573
49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers","Installation, Maintenance, and Repair Occupations",48.53647518,12.51584438,25.08766276,1.612647857,7.349456825,1.970863369
49-2091,Avionics Technicians,"Installation, Maintenance, and Repair Occupations",49.62153601,17.13630374,21.41746018,1.585551382,6.405929159,3.076291547
49-2092,"Electric Motor, Power Tool, and Related Repairers","Installation, Maintenance, and Repair Occupations",49.36393756,12.99670574,24.06437913,1.597138547,9.154648904,1.551065229
49-2094,"Electrical and Electronics Repairers, Commercial and Industrial Equipment","Installation, Maintenance, and Repair Occupations",49.58053643,15.39657819,22.42718367,1.648961312,8.114345496,1.993467763
49-2095,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay","Installation, Maintenance, and Repair Occupations",49.84401316,10.39586978,24.49442541,0.759349447,11.26973984,2.924628686
49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles","Installation, Maintenance, and Repair Occupations",48.66291302,13.45050204,24.86880277,0.867212897,7.200006482,2.27638883
49-2098,Security and Fire Alarm Systems Installers,"Installation, Maintenance, and Repair Occupations",48.32777534,13.80237696,24.84997634,0.569641279,8.406242809,0.699537942
49-3011,Aircraft Mechanics and Service Technicians,"Installation, Maintenance, and Repair Occupations",49.44042906,12.05933216,25.86416128,1.959601809,6.977264361,2.58006945
49-3021,Automotive Body and Related Repairers,"Installation, Maintenance, and Repair Occupations",48.08378575,8.532425208,21.82043659,0.037164864,15.94643346,1.747325634
49-3022,Automotive Glass Installers and Repairers,"Installation, Maintenance, and Repair Occupations",47.03846851,8.476301891,28.2996401,0,9.220091352,1.042435166
49-3023,Automotive Service Technicians and Mechanics,"Installation, Maintenance, and Repair Occupations",48.73116974,9.889997155,25.73058017,0.590833037,10.68203561,1.837723768
49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,"Installation, Maintenance, and Repair Occupations",48.00771,9.53618464,27.65077631,0.099642893,10.18218872,0.538917436
49-3041,Farm Equipment Mechanics and Service Technicians,"Installation, Maintenance, and Repair Occupations",48.21253614,9.483283006,27.15051499,0.670407338,10.23701724,0.671313573
49-3042,"Mobile Heavy Equipment Mechanics, Except Engines","Installation, Maintenance, and Repair Occupations",48.7030244,9.56575133,27.79045186,0.515940521,9.868154199,0.962726486
49-3051,Motorboat Mechanics and Service Technicians,"Installation, Maintenance, and Repair Occupations",48.03816372,9.469535668,28.98542267,0.227094443,9.006841092,0.349269856
49-3052,Motorcycle Mechanics,"Installation, Maintenance, and Repair Occupations",49.05720874,11.92976576,26.26890718,0.121850522,8.737157703,1.999527576
49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,"Installation, Maintenance, and Repair Occupations",48.54230759,12.82092323,26.70513203,0.25876394,8.665283027,0.092205367
49-3091,Bicycle Repairers,"Installation, Maintenance, and Repair Occupations",48.23155207,18.25804199,17.08053062,1.457163262,8.679812807,2.756003396
49-3092,Recreational Vehicle Service Technicians,"Installation, Maintenance, and Repair Occupations",47.69943785,9.61693386,25.74352778,0.292218333,11.06871342,0.978044458
49-3093,Tire Repairers and Changers,"Installation, Maintenance, and Repair Occupations",48.243939,6.876885854,25.67549744,0,14.42374713,1.267808568
49-9011,Mechanical Door Repairers,"Installation, Maintenance, and Repair Occupations",46.92462011,10.08717925,25.34697166,0.13957214,10.88386463,0.467032428
49-9012,"Control and Valve Installers and Repairers, Except Mechanical Door","Installation, Maintenance, and Repair Occupations",48.58854109,10.41735053,25.42542064,0.176026549,12.09505912,0.474684262
49-9021,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers","Installation, Maintenance, and Repair Occupations",47.78142481,12.88669031,23.39400451,1.271272597,9.658125127,0.571332262
49-9031,Home Appliance Repairers,"Installation, Maintenance, and Repair Occupations",47.37516977,15.14032779,23.86626281,0.741949171,7.211481461,0.415148535
49-9041,Industrial Machinery Mechanics,"Installation, Maintenance, and Repair Occupations",48.88376492,9.95273518,25.49963355,0.465648569,12.15348608,0.812261535
49-9043,"Maintenance Workers, Machinery","Installation, Maintenance, and Repair Occupations",48.91441935,10.69897475,26.75737504,0,11.27570594,0.182363619
49-9044,Millwrights,"Installation, Maintenance, and Repair Occupations",48.3693951,10.29556986,23.27604745,1.020086357,11.90185353,1.875837904
49-9051,Electrical Power-Line Installers and Repairers,"Installation, Maintenance, and Repair Occupations",48.66012086,11.32675354,23.80336574,1.064298533,11.2064136,1.259289452
49-9052,Telecommunications Line Installers and Repairers,"Installation, Maintenance, and Repair Occupations",47.66770841,8.663673707,24.80819878,0.372050104,12.40371237,1.420073448
49-9061,Camera and Photographic Equipment Repairers,"Installation, Maintenance, and Repair Occupations",50.24173292,32.0695003,12.50041854,0.989001969,1.297921586,3.384890524
49-9062,Medical Equipment Repairers,"Installation, Maintenance, and Repair Occupations",49.54519547,19.05440097,21.81114291,2.032491927,5.919053156,0.728106517
49-9063,Musical Instrument Repairers and Tuners,"Installation, Maintenance, and Repair Occupations",49.58632384,17.64545252,20.06078827,1.823280935,6.707687876,3.34911424
49-9064,Watch Repairers,"Installation, Maintenance, and Repair Occupations",50.44307388,26.60155348,17.79302597,0.805484548,1.066755128,4.176254749
49-9071,"Maintenance and Repair Workers, General","Installation, Maintenance, and Repair Occupations",47.6558886,9.890835611,23.06293605,0,13.75160361,0.950513328
49-9091,"Coin, Vending, and Amusement Machine Servicers and Repairers","Installation, Maintenance, and Repair Occupations",48.19774994,15.02470009,23.76678126,1.349116423,5.805756872,2.2513953
49-9092,Commercial Divers,"Installation, Maintenance, and Repair Occupations",48.06342267,9.651495248,25.12921615,0.773044021,11.71202822,0.797639026
49-9094,Locksmiths and Safe Repairers,"Installation, Maintenance, and Repair Occupations",48.24542272,14.15197564,26.85734811,0.864361072,4.614589952,1.757147949
49-9098,"Helpers--Installation, Maintenance, and Repair Workers","Installation, Maintenance, and Repair Occupations",47.72822472,9.624538009,25.54202385,0.239466053,12.32219681,0
51-1011,First-Line Supervisors of Production and Operating Workers,Production Occupations,49.0316726,19.37058834,14.21692493,4.743834794,9.515283053,1.185041487
51-2011,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",Production Occupations,49.11117791,12.74421676,21.74704594,0.520374853,12.43125564,1.66828471
51-2021,"Coil Winders, Tapers, and Finishers",Production Occupations,50.95636626,1.71799797,28.88011912,0,15.29093454,5.067314638
51-2031,Engine and Other Machine Assemblers,Production Occupations,49.20401494,8.613321561,27.24966409,0,11.9729669,1.368062389
51-2041,Structural Metal Fabricators and Fitters,Production Occupations,48.17678909,3.385427553,25.95314448,0.579792085,17.08987222,1.16855275
51-3011,Bakers,Production Occupations,49.90815748,5.041873954,24.89823363,0.268428277,16.50450015,3.195121467
51-3021,Butchers and Meat Cutters,Production Occupations,49.51136877,10.5253929,22.11451042,0.261800803,16.08235361,0.527311032
51-3022,"Meat, Poultry, and Fish Cutters and Trimmers",Production Occupations,50.50910997,7.013406492,26.36858405,0.211758029,14.41103535,2.504326051
51-3023,Slaughterers and Meat Packers,Production Occupations,49.36234094,1.120550339,27.00336855,0,21.23842205,0
51-3091,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",Production Occupations,50.95311634,9.10291381,29.703102,0.353045299,9.905400533,1.888654693
51-3092,Food Batchmakers,Production Occupations,51.38800197,4.363546997,31.56583531,0,12.54359663,2.915023047
51-3093,Food Cooking Machine Operators and Tenders,Production Occupations,50.88159038,7.766526477,26.84861816,0.242275412,13.79835857,2.225811762
51-4011,"Computer-Controlled Machine Tool Operators, Metal and Plastic",Production Occupations,51.08546149,11.8251559,26.27603714,1.084491481,8.961424311,2.938352664
51-4012,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",Production Occupations,52.08439494,16.31008329,21.21070924,3.190688883,7.147655875,4.225257657
51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",Production Occupations,50.05386239,6.704769688,26.62360356,0.506306079,15.24049838,0.978684685
51-4022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",Production Occupations,50.28480986,6.652712365,29.08856015,0,13.11392572,1.429611627
51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",Production Occupations,50.27074564,8.496699643,25.99979109,0.500177632,13.30540201,1.968675264
51-4031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",Production Occupations,49.63728352,6.555533538,27.20923822,0.258451037,14.68541314,0.928647589
51-4032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Production Occupations,50.70044696,10.78032403,25.55281908,0,12.43001392,1.93728993
51-4033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Production Occupations,51.38484044,8.979649861,29.18165471,0,10.33101399,2.892521876
51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Production Occupations,50.70890024,9.347111075,26.26822063,0,13.27705562,1.816512919
51-4035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",Production Occupations,51.46164426,8.137637885,27.97460386,0,12.64223027,2.707172237
51-4041,Machinists,Production Occupations,49.94441266,10.14504848,24.1727553,0.32965225,14.05558493,1.2413717
51-4051,Metal-Refining Furnace Operators and Tenders,Production Occupations,49.89189518,6.17648332,28.42593344,0.17797933,14.15227953,0.959219557
51-4052,"Pourers and Casters, Metal",Production Occupations,49.80305047,6.293664365,27.94905706,0.154954201,14.91017566,0.495199181
51-4061,"Model Makers, Metal and Plastic",Production Occupations,50.89119103,10.68188843,21.64743213,0.546677511,14.6636153,3.351577659
51-4062,"Patternmakers, Metal and Plastic",Production Occupations,50.27734465,11.16116434,21.90341856,0.652332268,14.22911843,2.331311055
51-4071,Foundry Mold and Coremakers,Production Occupations,48.61116684,4.24202743,27.84081039,0,16.17402677,0.354302255
51-4072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",Production Occupations,49.33030347,6.092813667,26.42667795,0,16.28351894,0.527292912
51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",Production Occupations,50.3190729,8.726541642,27.63342759,0,12.59121915,1.367884521
51-4111,Tool and Die Makers,Production Occupations,49.70285557,14.05753508,20.51536325,1.5978143,10.64957215,2.882570782
51-4121,"Welders, Cutters, Solderers, and Brazers",Production Occupations,49.08717276,6.223761789,25.49576122,0,16.37417168,0.993478076
51-4122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",Production Occupations,49.22907416,5.616483314,29.14253361,0,14.09296082,0.377096416
51-4191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",Production Occupations,50.09780542,5.900004837,28.25379531,0,13.85089011,2.093115159
51-4192,"Layout Workers, Metal and Plastic",Production Occupations,49.26471088,7.849982459,26.25609185,0.405533189,12.0218432,2.731260189
51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",Production Occupations,50.39923496,5.398901638,27.53839882,0,14.93090263,2.531031881
51-4194,"Tool Grinders, Filers, and Sharpeners",Production Occupations,50.57258124,9.80169907,28.27550339,0.283280872,10.66202364,1.550074268
51-5111,Prepress Technicians and Workers,Production Occupations,52.87715108,23.09913911,16.21639245,1.21694482,3.02392882,9.320745888
51-6011,Laundry and Dry-Cleaning Workers,Production Occupations,49.43433518,3.820367413,25.01574481,0,20.45178342,0.14643954
51-6021,"Pressers, Textile, Garment, and Related Materials",Production Occupations,49.20829724,3.424834784,27.98353312,0,17.56114909,0.238780245
51-6031,Sewing Machine Operators,Production Occupations,51.870083,9.224631288,36.50034804,0,6.145103675,0
51-6092,Fabric and Apparel Patternmakers,Production Occupations,50.64265461,11.35585539,23.79160894,2.842550243,6.620088023,6.032552015
51-6093,Upholsterers,Production Occupations,47.70618328,10.2431985,23.73420981,0.11063982,12.48448273,1.133652422
51-7011,Cabinetmakers and Bench Carpenters,Production Occupations,48.70702779,9.385469544,24.20916777,0.761049833,13.3718802,0.979460443
51-7021,Furniture Finishers,Production Occupations,48.31315305,8.231227221,22.51193723,0.040183333,16.17599542,1.35380985
51-7041,"Sawing Machine Setters, Operators, and Tenders, Wood",Production Occupations,49.976821,5.93777276,27.77850825,0.125234954,14.52121405,1.61409099
51-7042,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Production Occupations,49.53275989,6.956114647,24.84615947,0,16.42621106,1.304274719
51-8011,Nuclear Power Reactor Operators,Production Occupations,52.27589825,11.16637295,24.63256521,2.578344159,9.36487785,4.533738075
51-8012,Power Distributors and Dispatchers,Production Occupations,51.63276375,12.92453194,25.59571064,2.214266758,7.024656773,3.873597645
51-8013,Power Plant Operators,Production Occupations,50.27306102,7.535066063,30.32990255,0.60421348,10.64248848,1.161390443
51-8021,Stationary Engineers and Boiler Operators,Production Occupations,49.68425748,10.68325379,26.46779676,1.473336186,10.24174368,0.818127072
51-8031,Water and Wastewater Treatment Plant and System Operators,Production Occupations,50.59347903,11.56644292,27.37575958,0.978911111,9.338201571,1.334163857
51-8091,Chemical Plant and System Operators,Production Occupations,50.61597424,6.059508715,30.97179772,0.917337808,10.65059345,2.016736547
51-9011,Chemical Equipment Operators and Tenders,Production Occupations,49.97093817,7.468796889,27.68142211,0.716195313,12.70502616,1.399497701
51-9012,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Production Occupations,49.74973954,7.025189733,27.97083455,0.150250748,13.83737412,0.766090386
51-9021,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Production Occupations,49.65353043,7.493616284,28.86739498,0.044838522,12.70769713,0.539983523
51-9022,"Grinding and Polishing Workers, Hand",Production Occupations,49.77254876,8.366062282,29.53696964,0,11.72799014,0.1415267
51-9023,"Mixing and Blending Machine Setters, Operators, and Tenders",Production Occupations,50.52590197,6.852583415,27.77797039,0,13.40801583,2.487332337
51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",Production Occupations,50.23299656,8.318638322,26.21612497,0.341385402,13.13504136,2.221806506
51-9041,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Production Occupations,50.38319786,7.097849621,28.12228284,0,14.47076665,0.692298739
51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Production Occupations,50.27885937,3.676775136,31.39374428,0,15.00455982,0.203780131
51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",Production Occupations,52.9265205,5.751848959,26.60532133,0.150718304,14.2094154,6.209216499
51-9081,Dental Laboratory Technicians,Production Occupations,50.80587218,12.77572987,18.54604226,1.278769933,12.00681936,6.198510752
51-9082,Medical Appliance Technicians,Production Occupations,48.94880578,13.82285449,16.62990366,1.266016854,14.4758237,2.754207078
51-9083,Ophthalmic Laboratory Technicians,Production Occupations,52.7815844,11.5084501,26.80470448,0,8.864128844,5.604300985
51-9111,Packaging and Filling Machine Operators and Tenders,Production Occupations,50.74127278,5.208376965,28.51890012,0,14.43115455,2.582841147
51-9121,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",Production Occupations,50.19967676,8.383222512,26.95624638,0,13.68973448,1.170473391
51-9122,"Painters, Transportation Equipment",Production Occupations,47.95216537,9.332031857,22.03327465,0.946604744,14.34675451,1.293499606
51-9191,Adhesive Bonding Machine Operators and Tenders,Production Occupations,49.57896329,6.859451577,26.59765094,0.063127385,15.12587181,0.932861568
51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",Production Occupations,50.10542749,4.470749121,31.49339161,0,13.68561668,0.455670083
51-9193,Cooling and Freezing Equipment Operators and Tenders,Production Occupations,50.18441324,10.10794272,25.30206196,0.53312688,12.96524843,1.276033244
51-9194,Etchers and Engravers,Production Occupations,50.2359836,14.11504954,21.11772145,0.238448016,11.12465828,3.640106308
51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",Production Occupations,49.1320134,5.971092101,29.00017501,0,14.01173002,0.149016273
51-9196,"Paper Goods Machine Setters, Operators, and Tenders",Production Occupations,50.14185953,8.549387075,27.16256542,0.027599025,13.46697397,0.935334029
51-9198,Helpers--Production Workers,Production Occupations,49.16707817,4.27414455,30.36289751,0,14.09355455,0.436481557
53-1011,Aircraft Cargo Handling Supervisors,Transportation and Material Moving Occupations,49.16457688,11.68700137,22.69025789,1.718577704,11.09669538,1.972044531
53-2011,"Airline Pilots, Copilots, and Flight Engineers",Transportation and Material Moving Occupations,50.68213227,6.584517812,29.90822593,2.469822893,8.390804736,3.328760895
53-2012,Commercial Pilots,Transportation and Material Moving Occupations,49.81959821,6.32526628,31.69533815,1.857212411,7.125567794,2.816213573
53-2021,Air Traffic Controllers,Transportation and Material Moving Occupations,50.47041201,11.29562163,25.72250377,4.369665729,4.351353002,4.731267884
53-2022,Airfield Operations Specialists,Transportation and Material Moving Occupations,49.15981545,11.89181088,25.88050643,2.161447158,8.301890938,0.924160047
53-2031,Flight Attendants,Transportation and Material Moving Occupations,47.06683287,8.962331349,18.01632246,0.402833784,19.56971889,0.115626384
53-3011,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",Transportation and Material Moving Occupations,47.98568688,6.591058178,25.78504776,0.052725816,14.3503814,1.206473725
53-3021,"Bus Drivers, Transit and Intercity",Transportation and Material Moving Occupations,49.92697833,4.334858546,36.70753563,0.176348856,8.7082353,0
53-3022,"Bus Drivers, School or Special Client",Transportation and Material Moving Occupations,49.01825058,4.488602996,32.73587404,0.266267319,11.40349845,0.124007777
53-3031,Driver/Sales Workers,Transportation and Material Moving Occupations,48.7328565,6.634731353,29.52458828,0,11.30440943,1.269127442
