,State,Metropolitan Areas,Race with the Machine,Communication,Interpersonal Task,Group Task,Race against the Machine,Routine Problem Solving,Information Processing,General Physical Task,Machine Control,Hazardous Task,Race ahead of the Machine,Systems Analysis,Creative and Critical Thinking,Running a Different Race,Dynamic Physical Task,Equipment Maintenance,Vehicle and Equipment Operation,Conflict Resolution,Management and Supervision
134,KS,Wichita,0.014002866821230515,0.004050304875586322,0.0070646506922278016,0.0028879112534163968,-0.021745461253714127,-0.00928531909952262,-0.004554229142391463,-0.00313351732968295,-0.0016449353409175133,-0.003127460341199595,-0.0019159701967601179,-0.0006055803835296435,-0.0013103898132304744,0.0003108554439509304,-0.0028870520666017113,-0.0021035139823185056,-0.003768520440432188,0.005804184480456144,0.003265757452847164
135,KY,Bowling Green,0.013936266998800198,0.003835063315971263,0.00585689776244152,0.004244305920387416,-0.016135123968630843,-0.007902088740427832,-0.004742836321321983,-0.005003928545377408,0.0016761536770596825,-0.00016242403856331009,-0.0002255012711784924,0.0007960613755997567,-0.0010215626467782474,0.006111856435735474,-0.006714274425109662,0.0011595195544286954,-0.0002683519832369155,0.0069897921505920136,0.0049451711390613405
136,KY,Elizabethtown-Fort Knox,0.02821157157277758,0.015425870620649653,0.00867845380921657,0.004107247142911356,-0.014150282553496738,-0.0009822466197216204,0.0011257469301160193,-0.00887688828892907,-0.00044540986060421015,-0.004971484714357832,0.0037521752277123975,0.0026544561626541396,0.001097719065058258,-0.005067466233482254,-0.011576641098707888,-0.00200431017703143,-0.007055945323475391,0.009752306255241212,0.00581712411049124
137,KY,Lexington-Fayette,0.009099367941619405,-0.0005984557072950327,0.006931779228531949,0.0027660444203824915,-0.015348340324278759,-0.009803761670437651,-0.0032271547751047125,-0.0018450843925269871,5.200265674659005e-05,-0.0005243421429560259,-0.0006967585905331175,-0.00024262572081125078,-0.0004541328697218669,0.0065777852920630145,-0.0027490551490400032,-5.071870854551908e-05,-0.0015772823078764114,0.006388747817427563,0.004566093640097375
138,KY-IN,Louisville/Jefferson County,0.01262247697514686,0.0046089758223711525,0.004795068316050964,0.003218432836724747,-0.014643080713718976,-0.006670961589303456,-0.004103416890251937,-0.002471452363080627,-5.5673468879035425e-05,-0.0013415764022038784,-0.0009075301923638647,-1.6033497682518827e-06,-0.0009059268425956144,0.00477446095982928,-0.002398222336257604,0.0003286337711916124,-0.0017222586718058095,0.004919850232590907,0.0036464579641101898
139,KY,Owensboro,0.015872499900057055,0.005056623042157066,0.007485810270633414,0.003330066587266565,-0.0172889089163977,-0.00798156451013591,-0.0032248752066731945,-0.0037883241409848376,-0.0007369395426669763,-0.0015572055159367925,-0.0009314362415239265,-0.00018345664661146083,-0.0007479795949124693,0.009380033257976287,-0.004025620978784616,-0.00045171781752252615,0.002388206421853577,0.0074553799752189375,0.004013785657210924
140,LA,Alexandria,0.017533794211181508,0.007607242664264505,0.006575506910239726,0.0033510446366772657,-0.018593615521586004,-0.009443903776465964,-0.0017570383411748824,-0.0017418517650584775,-0.002042139810495211,-0.003608681828391476,-0.0012744283429736679,-0.0005951660451318976,-0.0006792622978417684,-0.00735417516746109,-0.004434731941335611,-0.0017901640354159914,-0.00820337961563287,0.004828155473613628,0.002245944951309739
141,LA,Baton Rouge,0.005144171530379493,-0.0011102352271170346,0.003509636056716739,0.0027447707007798032,-0.018710096122883657,-0.010582812780326677,-0.006199614791292867,-0.001227667432678263,-0.0007561207107544925,5.611959216863736e-05,-0.00241959505077238,-0.0012632330915264814,-0.001156361959245896,0.0056772002153647185,-0.0007276103881547481,-0.0005897376440660747,0.00022467949601590043,0.004531402650395991,0.002238466101173672
142,LA,Houma-Thibodaux,0.015270132961052256,0.00500288660136957,0.006985535397997872,0.003281710961684805,-0.021386931781032157,-0.007286726067559716,-0.002706307271369533,-0.0036449792591444967,-0.0022376352162563613,-0.005511283966702037,-0.003040843798017279,-0.0013266343109556693,-0.001714209487061609,-6.543537940911781e-06,-0.0017924754507629773,-0.002328411611887609,-0.005071699921654023,0.006826045454909283,0.00235999799145439
143,LA,Lafayette,0.010989903655792832,0.0005919255733771722,0.00644584266568156,0.003952135416734096,-0.018700181712340447,-0.010324482254355956,-0.003748865532548898,-0.0013380692098130947,-0.001590704494305352,-0.0016980602213171605,-0.0005443909628610431,-0.0010478821471220038,0.0005034911842609607,0.00531125996053855,-0.0021154110085478614,-0.002114074436743503,-0.00368998771354466,0.008911657569541615,0.004319075549832966
144,LA,Lake Charles,0.015154568959698063,0.004756594398663674,0.006434020642315033,0.003963953918719369,-0.019699785980911568,-0.008407781799914742,-0.003909637479277993,-0.00247151202066561,-0.0024015809775857176,-0.002509273703467499,-3.08370148608926e-05,-0.0003797355683135429,0.00034889855345264856,0.000930789242016894,-0.0030371313426780164,-0.0013913065111505994,-0.004609163651371526,0.005306205157394335,0.0046621855898226925
145,LA,Monroe,0.015155431262806498,0.00401967632021106,0.00711861027253205,0.004017144670063384,-0.019115069277495008,-0.010178439918401179,-0.004033161751129607,-0.0003601790658588136,-0.002055955984376936,-0.002487332557728449,-0.0003244573921743592,0.00023264062850197192,-0.0005570980206763328,0.004164531531423875,-0.0029830768989807448,-0.0010602341846842939,-0.003406530215096043,0.007982986994961333,0.003631385835223631
146,LA,New Orleans-Metairie,0.010146294029524938,0.0009429029157110721,0.005934734713373864,0.0032686564004400145,-0.020006769063243363,-0.008982867395335034,-0.004625687682651786,-0.0017061901144911627,-0.0019003670502872254,-0.002791656820478144,-0.0003259441036871473,-0.00020381260064396622,-0.00012213150304318102,0.003094391438290989,-0.0013359624015038124,-0.0021606892115085628,-0.004538549460885742,0.006519249313417387,0.004610343198771693
147,LA,Shreveport-Bossier City,0.012592472939488451,0.002042397058316186,0.0070230216418897115,0.0035270542392825607,-0.0223443950925675,-0.009844298085126305,-0.004288412600821426,-0.0042649468630735895,-0.001208585200850383,-0.002738152342695803,-0.0012786206325213596,-0.00033287196796967863,-0.0009457486645516807,0.000371887800045212,-0.004221576475054889,-0.001174253825926598,-0.003750900694177217,0.006434277614317897,0.0030843411808860327
148,MA,Barnstable Town,0.010846609031008772,0.002736691146822144,0.004997361053229073,0.003112556830957562,-0.01562696793820934,-0.00821131485221283,-0.004717029357179676,-0.0006519561707258245,-0.0004860942158192855,-0.0015605733422717205,0.0005066206856225859,0.0014652042251100707,-0.0009585835394874814,0.0015617273039308375,-0.008083792840634665,-0.0008491138672844113,-0.0022423433145841824,0.005311733101725329,0.007425244224708762
149,MA-NH,Boston-Cambridge-Nashua,0.007468639099407703,0.0011143940455448226,0.003744848425402993,0.002609396628459893,-0.01850270557533673,-0.010103592657457826,-0.0034725525913936878,-0.0026394186335736702,-0.0012188309838275027,-0.0010683107090840617,0.0014648378999771033,0.0011086389839758994,0.00035619891600119705,0.004027950416467557,-0.003227473393291221,-0.0020849291929233922,-0.0016671647517637644,0.005412710898338363,0.005594806856107543
150,MA,Pittsfield,0.009122533336918941,0.0005644550327416412,0.005022835219394881,0.0035352430847824094,-0.014982634199690868,-0.009369035902216348,-0.0029117822787699324,-0.0027885941558508376,0.0004651034448401557,-0.00037832530769390735,0.0019505069791060574,0.0034348551502687533,-0.0014843481711626914,0.007578422943924663,-0.0040600776484511145,0.000911766973074709,-0.0021556337815144995,0.006371666911255292,0.006510700489560258
151,MA-CT,Springfield,0.011660362459642262,0.0041265935750544325,0.00476897159172885,0.002764797292858981,-0.01898793719988201,-0.009587029093214816,-0.0034574702625159714,-0.0028254423599286954,-0.0007876588641188843,-0.002330336620103641,0.001883515486098136,0.0016286575396136753,0.00025485794648446095,0.004598249562202894,-0.003458849941196489,-0.0009704362567912793,-0.002706002006487129,0.006404017985954935,0.005329519780722859
152,MA-CT,Worcester,0.004399231039931978,-0.00041742297363348696,0.002712917528545196,0.0021037364850202737,-0.015979467715443424,-0.010222146306943571,-0.004614834699921654,-0.0014077948761387696,0.00020192100807781346,6.338715948270637e-05,-0.00025699675934236915,0.00016967751698524286,-0.0004266742763276085,0.00626950220609887,-0.0031322230543160065,-0.000478298029444291,0.00030566622646186273,0.005261186732694288,0.0043131703307029865
153,MD,Baltimore-Columbia-Towson,0.007106005360941664,0.0016209076855130814,0.0031489748264791127,0.002336122848949473,-0.019032194531580587,-0.007903382328615491,-0.00497762106324874,-0.002628554597066575,-0.0016005512486740386,-0.0019220852939757468,0.0006629388742025039,0.000965632894412878,-0.00030269402021037417,0.0003261543116990506,-0.003994488565686273,-0.0008576774673582071,-0.0021029253466675053,0.0037636154356192326,0.0035176302557917982
154,MD-WV,Cumberland,0.020966384881733455,0.007254331237791212,0.010381418898678949,0.003330634745263272,-0.030512193308497942,-0.011020996713425234,-0.005015738213751807,-0.0062909105756769465,-0.0033465511458539467,-0.004837996659790043,0.0018539758083452628,0.0020377178523351674,-0.0001837420439899044,-0.002845316610442794,-0.009940692421837044,-0.0007021018668619037,-0.004262793736562903,0.006511856541944354,0.005548414872874685
155,MD-WV,Hagerstown-Martinsburg,0.015610955720255002,0.0036523167385398713,0.008065320342323991,0.003893318639391153,-0.02478314160989925,-0.0073848740991808515,-0.004383906436279429,-0.010434576261399028,-0.0007267668526050076,-0.0018530179604349351,0.0016820185287021105,0.0019749320192187295,-0.00029291349051662266,0.005285472690883142,-0.008567614058032053,0.0006474267553827039,-0.0013129878789153587,0.008283991150294032,0.006234656722153811
156,MD-DE,Salisbury,-0.0004679229377990701,-0.005628653308032429,0.002530306266200086,0.002630424104033276,-0.013014498018058124,-0.011246834093614495,-0.0080244671585358,0.0014859522926797886,0.0019420536188179199,0.0028287973225944413,-0.0036063988261419225,-0.0010890792262702922,-0.002517319599871632,0.01172225881272379,6.09105576991481e-05,0.00015484764668486674,0.0016452674199657034,0.006359972919348257,0.003501260269025821
157,ME,Bangor,0.011844208868656905,0.002418305725474877,0.006060287505814305,0.00336561563736772,-0.018540357266587596,-0.009805658404966349,-0.0053768858657635725,-0.000541036738852585,-0.0010222774751237481,-0.0017944987818813152,-0.001565831331983486,-0.00029728804336396665,-0.001268543288619521,0.003190683022294055,-0.002547046080247438,-0.0006337195837170465,-0.004114411905117181,0.006413074571782654,0.004072786019593048
158,ME,Lewiston-Auburn,0.003633782353597667,0.0007869608052683412,0.0007533292306674753,0.0020934923176618467,-0.022457612483336664,-0.012219680990761721,-0.005312744565881367,-0.0030990791994038517,-0.0009443372072426154,-0.0008817705200470928,-0.0014263983033472837,0.0002096737669204981,-0.00163607207026778,0.00015500714391319947,-0.005044506630743149,2.5186958468264787e-05,0.00023126247286248125,0.003215309377891322,0.0017277549654342722
159,ME,Portland-South Portland,0.009184658701683168,0.002562025391659652,0.0039257109740380505,0.002696922335985447,-0.018706342839028032,-0.010139568239198316,-0.004757940356128705,-0.0005109732236436224,-0.0013782217956132062,-0.001919639224444155,0.0003783032479638959,0.0006494039393500349,-0.0002711006913861391,0.0008300307211349668,-0.0013691787970500427,-0.001720076012387342,-0.0055176225061069825,0.005292884279288569,0.004144023757390768
160,MI,Ann Arbor,0.012260427769250848,0.0076083401909342796,0.0019111874655776825,0.0027409001127388986,-0.022003288427331347,-0.010225575929897195,-0.003752285887741999,-0.0036958477235596453,-0.002836511076343827,-0.0014930678097886847,0.006224309788136234,0.0019524572216161782,0.004271852566520056,-0.0016023298699753274,-0.006386371011808785,-0.001717043507548319,-0.00443779792843261,0.0027288938580642685,0.008209988719750119
161,MI,Battle Creek,0.0035897910841629493,-0.0014771240356373228,0.001470194291319539,0.0035967208284807452,0.0012116813046810784,-0.005612456624934592,-0.006041915510111479,0.004788971980561704,0.0035864276103788366,0.0044906538487865634,-0.003248917217593041,-0.0006085956880856475,-0.0026403215295073943,0.008389683545816791,-0.0014712123747027685,0.0023328063464731624,-0.0005499719531472554,0.0049274580014462355,0.0031506035257474405
162,MI,Bay City,0.02003676389178861,0.007557190726592702,0.008460186652201163,0.004019386512994764,-0.012627773981743806,-0.005445957409649371,-0.0019378004008018047,-0.00456060211973406,0.0005915932038909576,-0.0012750072554495106,0.0019498135945060675,0.0016885869644393606,0.00026122663006670517,0.007263068634025788,-0.010280450016487516,0.001433161632054092,-0.0009844223494072171,0.00895626414055573,0.008138515227310694
163,MI,Detroit-Warren-Dearborn,0.010046596926643156,0.0034153948708699963,0.0032492293637836627,0.003381972691989513,-0.007990503613391875,-0.0051005802946051185,-0.0032666744259941746,-0.0016141245989447287,0.0010061769344356583,0.0009846987717165162,0.0012681539068633008,0.0011961769702926936,7.197693657060716e-05,0.0047597090966253475,-0.004059853895149644,0.0017395517737350333,-0.0009602726350298881,0.004080306152502898,0.003959977700566955
164,MI,Flint,0.010667113994044616,0.0034617701766196593,0.003657158611550693,0.0035481852058742796,-0.004225059681198351,-0.005637167414886561,-0.004815148383868151,0.0003126425479308484,0.002578826483634139,0.0033357870859913805,-7.773350946784982e-05,0.0010685827279703804,-0.0011463162374382285,0.00800512514905119,-0.006708284637867296,0.0038354427605553853,0.0011845029133085575,0.004746575845691568,0.004946888267362965
165,MI,Grand Rapids-Wyoming,0.00762558791434334,0.001726328376094384,0.0022448752901896712,0.003654384248059289,-0.004390200564416691,-0.006442719308640967,-0.0045836306064364505,0.001376998624779989,0.001906794769827629,0.003352355956053106,0.00039714636183693636,0.0006659643210999711,-0.0002688179592630312,0.013609346984920471,0.0008266274192908278,0.002121363521250013,0.0018753364077313817,0.0045718291165028615,0.0042141905201454255
166,MI,Jackson,0.012566376199440107,0.003229761162229033,0.004728493576257438,0.00460812146095364,-0.003915946084805472,-0.0030396818137465795,-0.0038422038095706633,1.1010267982683453e-05,0.0019551230550594496,0.0009998062154696202,0.00015121595470370813,0.0012530351407353706,-0.0011018191860316627,0.009567000751062815,-0.0048012997107285404,0.002763651144845728,-0.0004649826198870576,0.00704079099330622,0.005028840943526455
167,MI,Kalamazoo-Portage,0.018809638356987124,0.006739296681279115,0.008134550147890711,0.003935791527817298,-0.00993590928082394,-0.006771019308349641,-0.003811997046312181,0.00017036260293461222,-0.00018381024038893049,0.0006605547112922168,0.0012126226179184631,0.0014115730778192193,-0.0001989504599007562,0.011022406962267278,-0.0017999750036540934,0.001098797753707071,-0.0005044993129342049,0.006143398629402565,0.00608468489574597
168,MI,Lansing-East Lansing,0.013160072067345041,0.006070934872943627,0.003533526013112721,0.003555611181288693,-0.01749411507759227,-0.00920876764171908,-0.004382414983249726,-0.0032002124829664524,-0.0004348000808746498,-0.00026791988878235173,0.003976641916452514,0.002313669613258113,0.0016629723031943988,0.000848435436449496,-0.007494235737620834,0.0012091085284506708,-0.0014744931569204527,0.0029626247221855237,0.005645431080354577
169,MI,Monroe,0.02016422498315609,0.007191802199342956,0.008184976268827256,0.004787446514985881,-0.01010517814358272,-0.004193291480541192,-0.00453627323026759,-0.002866021724480451,0.0015601333426150039,-6.972505090848888e-05,0.0009534286536782221,0.0015026935022611695,-0.0005492648485829477,0.009505707202829285,-0.00592082955289442,0.002345150394409756,0.0013426794428560984,0.007022792196040156,0.004715914722417676
170,MI,Muskegon,0.016171272843101006,0.003520857773232397,0.007532280622825613,0.005118134447042989,-0.009978201255110812,-0.007237436271272775,-0.00784661540531547,0.00025910902192351204,0.0015897396853913545,0.003257001714162541,-0.00027316165943230136,0.0007747849686206305,-0.0010479466280529336,0.01557547598751499,-0.0042827552905173386,0.0036305698654998868,0.005359265168010226,0.004924393080198618,0.005944003164323621
171,MI,Niles-Benton Harbor,0.012391319774484629,-0.0013223324079780913,0.00920628135900324,0.004507370823459483,-0.0066671365091811605,-0.00988093661776935,-0.007531350601488365,0.004885585213971623,0.0027027632050872705,0.003156802291017641,-0.003447837307970995,-0.0012775817759352914,-0.0021702555320357053,0.02037419864505599,0.003973661127543604,0.001184579824357518,0.0020416632284992395,0.009082250317675192,0.004092044146980424
172,MI,Saginaw,0.018978791911797244,0.004697915021135132,0.010616636180387459,0.003664240710274639,-0.01698539467728405,-0.008204559945306944,-0.007503250325880637,-0.000905289686446306,0.000317760624567745,-0.0006900553442178923,-0.002990993074511412,-0.0007867684059934872,-0.002204224668517926,0.009264075383829229,-0.002130105904684092,0.0003253774419329572,-0.001433898383763864,0.008916695571533323,0.003586006658810929
173,MN-WI,Duluth,0.01585661270721668,0.005326688217586681,0.007517677201937828,0.003012247287692166,-0.01294495576749008,-0.007737796597318672,-0.0021550218694784858,-0.0005938899562532296,-0.0005084668529891472,-0.0019497804914505245,0.0013253366169462162,0.001232758901418983,9.257771552723117e-05,0.0041227332590689225,-0.003822401857591085,-0.0002447045224754901,-0.004543164925065839,0.007115529695111325,0.005617474869090013
174,MN-WI,Minneapolis-St. Paul-Bloomington,0.012999834194931295,0.004278660108233315,0.005974582230687274,0.0027465918560107103,-0.010718233568799279,-0.006622539843585518,-0.002596878842961711,-0.0006897497041793849,-0.00041905569382532515,-0.000390009484247323,0.0009051216039814014,0.0006390254663719562,0.00026609613760943807,0.0078011602418774076,-0.0010386359322696534,-0.0010046676234393703,-0.0015068006349676331,0.007251487387532264,0.0040997770450218116
175,MN,Rochester,0.007721577955543082,-0.001202591413813639,0.006389536395301418,0.002534632974055304,-0.013806945020123862,-0.012947718092611478,-0.01037771123726187,0.006470077977655434,0.0005776974579604527,0.002470708874133587,-0.004796573875723756,-0.002970370249991137,-0.0018262036257326187,0.01672463390576473,0.002702513187754288,0.0010394447930176832,0.002709741760699429,0.006499402671020255,0.003773531493273072
176,MN,St. Cloud,0.016628599007539047,0.0062865387349538,0.0069373772553356005,0.0034046830172496274,-0.008313210370469254,-0.005250856484725654,-0.0025533230516292874,-0.001658224781020061,0.0010351129829582056,0.0001140809639475111,0.00028424450512123944,0.0007002158561062437,-0.0004159713509850043,0.008802768941573919,-0.0049085485842809895,0.0017915759517244461,0.0011466043924738822,0.0064221408360667365,0.004350996345589855
177,MO,Columbia,0.00922930916603744,0.0026473786772034107,0.003940285087206703,0.002641645401627344,-0.01850927853594267,-0.009587871278981551,-0.003157940138587716,-0.0021189076972766077,-0.0012360465961996775,-0.0024085128248971387,0.0018134759130573122,0.0015337403786300793,0.0002797355344272313,0.002197325040184245,-0.005297012471375921,-0.0007144388561895858,-0.003929776045978696,0.006917412596574274,0.005221139817154167
178,MO,Jefferson City,0.020047659146332917,0.010181755725627566,0.0071974786568452034,0.0026684247638601565,-0.016958508370321482,-0.008312521835521308,-0.0030433827469226807,-0.0031853859746414147,-0.0006570508834952728,-0.0017601669297407888,0.0006936610797049629,0.0005664959582166973,0.00012716512148826936,0.0015351753131926105,-0.004658041380413418,-0.0008527241836549567,-0.004327092260997225,0.007445695102464286,0.003927338035793905
179,MO,Joplin,0.016862176627235118,0.005773458124852103,0.007037258413406405,0.0040514600889766115,-0.01662662870450099,-0.00688175495116284,-0.004644472154502692,-0.005543903753820002,0.0006662452809358537,-0.00022274312595130585,0.002111956898796275,0.0012593255344461804,0.0008526313643500948,0.00546004885599624,-0.004671344113986349,-0.00013846961558727086,-0.001756708541124155,0.00679767462714348,0.00522889649955054
180,MO-KS,Kansas City,0.009318762081097762,0.002376492884952876,0.004225696643534893,0.002716572552609995,-0.01629512176680592,-0.008474169883335499,-0.004020355442715068,-0.0022262910559828555,-0.000467368899486089,-0.0011069364852864076,-0.000370150998895237,0.0002696664247666368,-0.0006398174236618702,0.004295502036435307,-0.002920563171861033,-0.0005432761416555576,-0.0016521192168476725,0.005554787063467272,0.0038566735033322844
181,MO-KS,St. Joseph,0.021134681396550642,0.010414465228767955,0.007349964392519732,0.0033702517752629505,-0.019936550915708118,-0.0062291399322167785,-0.0037928695773403994,-0.0072041168682624715,-0.0006137697055984477,-0.002096654832290025,0.0015700490311643179,0.0016624508335027245,-9.240180233840642e-05,0.005655901666779817,-0.009002327818969362,0.00025870717374025173,2.243657144429534e-05,0.008551104359017153,0.005825981381547489
182,MO-IL,St. Louis,0.01218079618641392,0.004589315377079482,0.004366773426121982,0.003224707383212452,-0.015978282547964514,-0.00728656677548177,-0.003604238547590247,-0.003233202618266241,-0.000462957703696934,-0.001391316902929332,0.0011778274587507798,0.0009629376990876528,0.00021488975966312343,0.003905527090543842,-0.0043236945946573055,-0.0008841289351912662,-0.0021604699346619363,0.00583948125540009,0.0054343392996542604
183,MO,Springfield,0.014780421157406506,0.0047403173424162,0.00627495602904686,0.003765147785943468,-0.02532174116677988,-0.009468634704895736,-0.0064406883473885615,-0.0042307476900857325,-0.0019109118882587733,-0.0032707585361510805,0.00166207223499195,0.0012826053494817413,0.0003794668855102088,0.005655653813731787,-0.004988064899442375,-0.00200629681309996,-0.0014472150828147153,0.00840539566362769,0.005691834945461143
184,MS,Gulfport-Biloxi-Pascagoula,0.00979110411385692,0.0016720712589516561,0.005796932067023919,0.0023221007878813232,-0.02015063437700415,-0.00874339561046245,-0.004730138115722638,-0.005781834644712471,0.001042998349015306,-0.001938264355121906,0.0002565150724214392,0.0005990989990741335,-0.00034258392665269255,0.0038205997868094315,-0.006431757185094242,0.0021273505394118573,-0.0003721631806526543,0.00517891379045235,0.0033182558226921358
185,MS,Hattiesburg,0.021750549201392425,0.006820079360919301,0.01119080336063792,0.003739666479835219,-0.025457240105067117,-0.011432500291376343,-0.007231238182652439,-0.00419062247427858,-0.00044511762188391765,-0.002157761534875822,-0.0020898895087789783,-0.0006376880776506871,-0.001452201431128293,0.004317209050524823,-0.005834788429145339,-0.0005701730137438552,0.00021681353589616398,0.0065752389659019745,0.003930117991615918
186,MS,Jackson,0.006928413487816268,-0.0006343550737804017,0.00452451127003798,0.003038257291558695,-0.01973848410864651,-0.010926010806264652,-0.003965211112805157,-0.002950826995979386,0.0002584192828124811,-0.0021548544764098433,-0.00146866197424151,-0.00041715234039075953,-0.0010515096338507487,0.004371207950237349,-0.0019538815725382644,-0.0003999021805708141,-0.002765964350809433,0.006502755491866075,0.002988200562289801
187,MT,Billings,0.011132586962671541,0.003594745114202061,0.003806277824610661,0.0037315640238588257,-0.020715447942578458,-0.010040371215173855,-0.004553713787739406,-0.0036122578578455656,-0.0006397988995123574,-0.0018693061823073054,-0.0005657086227477612,0.0007494284953354599,-0.0013151371180832212,-0.0029597081758845627,-0.008049942227400103,-3.3123316840301745e-05,-0.005949250271660329,0.00592154051512874,0.005151067124887436
188,MT,Great Falls,0.00940620499252233,0.0028999801536073178,0.0031896454415395533,0.0033165793973754533,-0.018063213190713884,-0.011149862892809751,-0.006662153830435322,-0.00030965937715012737,4.510408289042783e-05,1.3358826790869914e-05,-0.0034926705351698453,-0.00045131597896453865,-0.003041354556205307,0.0017727565395671274,-0.007417922958743169,0.0020354787835511635,-0.0014226748365416886,0.004952951970824661,0.003624923580476131
189,MT,Missoula,0.009014461476386293,0.002611691463505296,0.0036926561524218563,0.0027101138604591363,-0.02364656590045544,-0.010891504739782128,-0.004720816177685137,-0.003217611990960753,-0.002416827810450335,-0.002399805181577102,0.00010063632238106746,0.0012283612572274365,-0.001127724934846367,-0.00043118903999714303,-0.007107069876677723,0.0005758211517317668,-0.003619843371225732,0.0060205093948413274,0.0036993936613332577
190,NC,Asheville,0.0114346993250857,0.0027211148745861155,0.005352289160317304,0.003361295290182276,-0.018288766056374476,-0.008123770060371308,-0.003498604118120523,-0.0033583241314483203,-0.0007152636243974407,-0.002592804122036895,-0.0008468026307666236,-0.0003942409960146949,-0.00045256163475192873,-0.0008587068425946477,-0.004973316133786515,-0.00048339738744231775,-0.003746960629576426,0.005262049917694023,0.003082917390516582
191,NC,Burlington,0.010375886574289256,-0.000873067119519462,0.006998272422260726,0.004250681271548002,-0.019791750820685183,-0.008329484727422705,-0.00581873194200902,-0.004853469737733193,1.1664736405715692e-05,-0.0008017291499259617,-0.00407777789279834,-0.0023579614266688287,-0.0017198164661295073,0.0020744524297392763,-0.004903199881381486,-2.0116676123504984e-05,-0.0031561171207973647,0.007248548390779499,0.0029053377172621395
192,NC-SC,Charlotte-Concord-Gastonia,0.008365336297557063,0.0019552677496781213,0.0036545247435467174,0.0027555438043322163,-0.015253812310731085,-0.008146885855505624,-0.003562833990619671,-0.0025564921158184803,-6.828981252094204e-05,-0.0009193105362663537,-0.0004014424793293975,9.054663400273609e-05,-0.0004919891133321336,0.0022106219511521807,-0.0034022420313473893,4.6750806442508175e-06,-0.0017248333134563256,0.004558422193415367,0.0027746000218963093
193,NC,Durham-Chapel Hill,0.008623508658328172,0.002589858019019377,0.0043451056892175885,0.0016885449500911914,-0.020531777200269552,-0.009296871673188614,-0.00345646785122012,-0.003341603709558192,-0.0019984621089018,-0.0024383718574008217,-0.0007252496611619003,-0.0012058488985310645,0.0004805992373691573,-0.0039619113888077475,-0.004597714199377906,-0.003752825608539378,-0.0031424788940921647,0.004649000838809318,0.002882106474392382
194,NC,Fayetteville,0.01583902495400956,0.005254630364793858,0.007114124123789936,0.0034702704654257545,-0.01766484656518824,-0.005859485927498083,-0.0036831336863036063,-0.0045655459290510824,-0.0015563708747987836,-0.002000310147536693,0.00136174451346973,0.0007447713724821805,0.0006169731409875496,-0.007413742857844906,-0.009879604089691294,-0.0008242355355479285,-0.006154698675279517,0.0044254771939041815,0.005019318248769679
195,NC,Goldsboro,0.011665402307836636,0.002349412233415581,0.0054208964170915095,0.003895093657329542,-0.027301167198275026,-0.00788283205942001,-0.002475899182740177,-0.011088652538868751,-0.0018221999764317031,-0.004031583440814352,0.0025045669154491225,0.0010430016889120609,0.0014615652265370634,-0.015271458427773969,-0.012023191270304032,-0.0010783297731865556,-0.007473115455399436,0.0014606250057232135,0.003842553065392832
196,NC,Greensboro-High Point,0.010462580164608257,0.002580199926289286,0.004682153972588317,0.003200226265730662,-0.017362648357821253,-0.008355331006014112,-0.0039027984722997226,-0.003251982340388593,-0.00032650153984656663,-0.0015260349992722302,-0.0008083088765455035,-0.0003365981908086853,-0.00047171068573681474,0.004741151047084502,-0.002711179659931673,-0.0005509322193865025,2.935468383504641e-05,0.004898875264928652,0.0030750329776390068
197,NC,Greenville,0.015870053844054557,0.00607493640585756,0.0063527888093692355,0.003442328628827755,-0.015372549323401654,-0.0060628640825720346,-0.003279840950120745,-0.0030829979001687486,-0.00062974990611862,-0.0023170964844214967,0.0004629159801445536,0.000498702683602071,-3.578670345751739e-05,-0.005205782022495498,-0.006523900709564712,-0.0016212554295632758,-0.0050345330420991504,0.0041590273846355144,0.003814879774096135
198,NC,Hickory-Lenoir-Morganton,0.01115727403500122,0.00357570064365665,0.0042548760297429905,0.003326697361601577,-0.013247751442327177,-0.005793383194296828,-0.002958056540524976,-0.002560906364248376,0.0007640139489491146,-0.002699419292206115,-0.0016457681792503287,-0.00037971835065281687,-0.00126604982859751,-0.0013706445116538626,-0.004378614967640636,0.0011790886309828994,-0.0028656115610224057,0.002799704991221022,0.0018947883948052387
199,NC,Jacksonville,0.01265806050502237,0.004294323244473534,0.005012069905362182,0.003351667355186643,-0.02119741704987102,-0.009085812889865444,-0.005985042609688053,-0.005149448935142492,0.0001653758590413057,-0.0011424884742163679,0.0008209656543009675,0.001635194237100733,-0.0008142285827997652,-0.007911755698689682,-0.016489819478783682,0.0011516322363259186,-0.0043074139793001336,0.004802961667466833,0.0069308838556014106
200,NC,Raleigh,0.01131646124108665,0.005001629485431286,0.0038986543618581213,0.00241617739379724,-0.01898008599053597,-0.006890476344673373,-0.002912286036341534,-0.0041622140449277395,-0.001837965773338366,-0.0031771437912549785,0.0003593788669467024,0.0005501563030821457,-0.00019077743613544332,-0.0042637553105908665,-0.00531852656820777,-0.0017902619254141598,-0.0037762142160230883,0.004552398838048664,0.0020688485610054768
